dataset,percent labeled,fold,base,filter,f1-score,mean squared error,accuracy score
Modeling.csv,0.05,6,KNeighborsClassifier,LSSm,0.6468531468531469,0.8846153846153846,0.6923076923076923
Modeling.csv,0.05,7,KNeighborsClassifier,LSSm,0.4653333333333334,1.28,0.56
Modeling.csv,0.05,8,KNeighborsClassifier,LSSm,0.19058823529411764,1.36,0.36
Modeling.csv,0.05,9,KNeighborsClassifier,LSSm,0.6776190476190476,1.44,0.68
Modeling.csv,0.05,0,KNeighborsClassifier,ENANE,0.6258694072459254,0.9230769230769231,0.6538461538461539
Modeling.csv,0.05,1,KNeighborsClassifier,ENANE,0.7774120616225879,1.0,0.7692307692307693
Modeling.csv,0.05,2,KNeighborsClassifier,ENANE,0.45748987854251016,1.3461538461538463,0.5769230769230769
Modeling.csv,0.05,3,KNeighborsClassifier,ENANE,0.4004524886877828,1.9615384615384615,0.5
Modeling.csv,0.05,4,KNeighborsClassifier,ENANE,0.34615384615384615,1.4615384615384615,0.46153846153846156
Modeling.csv,0.05,5,KNeighborsClassifier,ENANE,0.47582417582417585,0.7307692307692307,0.5
Modeling.csv,0.05,6,KNeighborsClassifier,ENANE,0.4652014652014652,1.5384615384615385,0.5769230769230769
Modeling.csv,0.05,7,KNeighborsClassifier,ENANE,0.6467272727272727,0.8,0.68
Modeling.csv,0.05,8,KNeighborsClassifier,ENANE,0.6899271708683474,0.76,0.72
Modeling.csv,0.05,9,KNeighborsClassifier,ENANE,0.3306666666666666,0.8,0.44
Modeling.csv,0.05,0,DecisionTreeClassifier,ENN,0.5769230769230769,0.8461538461538461,0.6153846153846154
Modeling.csv,0.05,1,DecisionTreeClassifier,ENN,0.7379148067407175,0.6923076923076923,0.7692307692307693
Modeling.csv,0.05,2,DecisionTreeClassifier,ENN,0.5138019874861979,1.4230769230769231,0.5769230769230769
Modeling.csv,0.05,3,DecisionTreeClassifier,ENN,0.740586267951997,0.5769230769230769,0.7692307692307693
Modeling.csv,0.05,4,DecisionTreeClassifier,ENN,0.1501656238498344,2.1923076923076925,0.19230769230769232
Modeling.csv,0.05,5,DecisionTreeClassifier,ENN,0.5065934065934067,2.076923076923077,0.46153846153846156
Modeling.csv,0.05,6,DecisionTreeClassifier,ENN,0.5580044955044955,1.5769230769230769,0.5384615384615384
Modeling.csv,0.05,7,DecisionTreeClassifier,ENN,0.3764210526315789,1.12,0.36
Modeling.csv,0.05,8,DecisionTreeClassifier,ENN,0.4425174825174825,1.24,0.48
Modeling.csv,0.05,9,DecisionTreeClassifier,ENN,0.45024154589371984,1.08,0.52
Modeling.csv,0.05,0,DecisionTreeClassifier,LSSm,0.22727272727272727,2.6153846153846154,0.2692307692307692
Modeling.csv,0.05,1,DecisionTreeClassifier,LSSm,0.622044622044622,0.38461538461538464,0.6153846153846154
Modeling.csv,0.05,2,DecisionTreeClassifier,LSSm,0.4756146863170274,0.8461538461538461,0.5
Modeling.csv,0.05,3,DecisionTreeClassifier,LSSm,0.8038461538461538,0.8461538461538461,0.8076923076923077
Modeling.csv,0.05,4,DecisionTreeClassifier,LSSm,0.34983277591973244,1.5384615384615385,0.38461538461538464
Modeling.csv,0.05,5,DecisionTreeClassifier,LSSm,0.5076923076923077,1.0,0.5769230769230769
Modeling.csv,0.05,6,DecisionTreeClassifier,LSSm,0.6621760592348829,1.2307692307692308,0.6538461538461539
Modeling.csv,0.05,7,DecisionTreeClassifier,LSSm,0.6066515837104073,1.64,0.6
Modeling.csv,0.05,8,DecisionTreeClassifier,LSSm,0.4345454545454546,1.24,0.44
Modeling.csv,0.05,9,DecisionTreeClassifier,LSSm,0.6812631578947368,0.88,0.72
Modeling.csv,0.05,0,DecisionTreeClassifier,ENANE,0.661268556005398,0.8846153846153846,0.6923076923076923
Modeling.csv,0.05,1,DecisionTreeClassifier,ENANE,0.3807692307692308,1.7692307692307692,0.5
Modeling.csv,0.05,2,DecisionTreeClassifier,ENANE,0.459726867335563,1.0769230769230769,0.5
Modeling.csv,0.05,3,DecisionTreeClassifier,ENANE,0.6475063398140322,1.3461538461538463,0.6538461538461539
Modeling.csv,0.05,4,DecisionTreeClassifier,ENANE,0.17592211709858768,1.2692307692307692,0.19230769230769232
Modeling.csv,0.05,5,DecisionTreeClassifier,ENANE,0.42350982350982347,1.1538461538461537,0.4230769230769231
Modeling.csv,0.05,6,DecisionTreeClassifier,ENANE,0.6301775147928994,1.5,0.6153846153846154
Modeling.csv,0.05,7,DecisionTreeClassifier,ENANE,0.26615384615384613,2.2,0.24
Modeling.csv,0.05,8,DecisionTreeClassifier,ENANE,0.4553333333333333,0.76,0.48
Modeling.csv,0.05,9,DecisionTreeClassifier,ENANE,0.628,1.04,0.68
Modeling.csv,0.05,0,GaussianNB,ENN,0.45086492454913507,1.1538461538461537,0.5384615384615384
Modeling.csv,0.05,1,GaussianNB,ENN,0.4869565217391304,1.3076923076923077,0.6153846153846154
Modeling.csv,0.05,2,GaussianNB,ENN,0.6353846153846153,0.5769230769230769,0.6538461538461539
Modeling.csv,0.05,3,GaussianNB,ENN,0.178021978021978,1.3461538461538463,0.34615384615384615
Modeling.csv,0.05,4,GaussianNB,ENN,0.210387902695595,2.4615384615384617,0.2692307692307692
Modeling.csv,0.05,5,GaussianNB,ENN,0.32315233785822023,1.4615384615384615,0.34615384615384615
Modeling.csv,0.05,6,GaussianNB,ENN,0.32607914960856144,2.1153846153846154,0.34615384615384615
Modeling.csv,0.05,7,GaussianNB,ENN,0.19792207792207792,1.56,0.28
Modeling.csv,0.05,8,GaussianNB,ENN,0.08275862068965517,2.64,0.2
Modeling.csv,0.05,9,GaussianNB,ENN,0.41415384615384615,1.28,0.44
Modeling.csv,0.05,0,GaussianNB,LSSm,0.6671191553544495,1.0384615384615385,0.6538461538461539
Modeling.csv,0.05,1,GaussianNB,LSSm,0.3228495642288746,1.3846153846153846,0.4230769230769231
Modeling.csv,0.05,2,GaussianNB,LSSm,0.3084693084693084,1.1538461538461537,0.4230769230769231
Modeling.csv,0.05,3,GaussianNB,LSSm,0.4102564102564103,1.5769230769230769,0.46153846153846156
Modeling.csv,0.05,4,GaussianNB,LSSm,0.2702991452991453,1.5769230769230769,0.34615384615384615
Modeling.csv,0.05,5,GaussianNB,LSSm,0.24376780626780625,1.5,0.3076923076923077
Modeling.csv,0.05,6,GaussianNB,LSSm,0.3294871794871795,2.269230769230769,0.34615384615384615
Modeling.csv,0.05,7,GaussianNB,LSSm,0.30217008797653955,1.32,0.4
Modeling.csv,0.05,8,GaussianNB,LSSm,0.652436974789916,1.08,0.68
Modeling.csv,0.05,9,GaussianNB,LSSm,0.601047619047619,1.0,0.6
Modeling.csv,0.05,0,GaussianNB,ENANE,0.25624589086127547,2.1923076923076925,0.34615384615384615
Modeling.csv,0.05,1,GaussianNB,ENANE,0.34672224327396745,1.4615384615384615,0.46153846153846156
Modeling.csv,0.05,2,GaussianNB,ENANE,0.4,1.6153846153846154,0.5384615384615384
Modeling.csv,0.05,3,GaussianNB,ENANE,0.5019230769230769,1.0769230769230769,0.6153846153846154
Modeling.csv,0.05,4,GaussianNB,ENANE,0.17677150435771127,1.6538461538461537,0.2692307692307692
Modeling.csv,0.05,5,GaussianNB,ENANE,0.36826923076923074,1.1923076923076923,0.38461538461538464
Modeling.csv,0.05,6,GaussianNB,ENANE,0.30659965034965037,1.3846153846153846,0.4230769230769231
Modeling.csv,0.05,7,GaussianNB,ENANE,0.4247272727272727,1.44,0.52
Modeling.csv,0.05,8,GaussianNB,ENANE,0.541025641025641,1.24,0.56
Modeling.csv,0.05,9,GaussianNB,ENANE,0.23199999999999998,0.88,0.36
SPECTF.csv,0.05,0,KNeighborsClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,1,KNeighborsClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,2,KNeighborsClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,3,KNeighborsClassifier,ENN,0.5636363636363637,0.375,0.625
SPECTF.csv,0.05,4,KNeighborsClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,5,KNeighborsClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,6,KNeighborsClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,7,KNeighborsClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,8,KNeighborsClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,9,KNeighborsClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,0,KNeighborsClassifier,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,1,KNeighborsClassifier,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,2,KNeighborsClassifier,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,3,KNeighborsClassifier,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,4,KNeighborsClassifier,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,5,KNeighborsClassifier,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,6,KNeighborsClassifier,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,7,KNeighborsClassifier,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,8,KNeighborsClassifier,LSSm,,,
SPECTF.csv,0.05,9,KNeighborsClassifier,LSSm,0.5,0.5,0.5
SPECTF.csv,0.05,0,KNeighborsClassifier,ENANE,,,
SPECTF.csv,0.05,1,KNeighborsClassifier,ENANE,,,
SPECTF.csv,0.05,2,KNeighborsClassifier,ENANE,,,
SPECTF.csv,0.05,3,KNeighborsClassifier,ENANE,,,
SPECTF.csv,0.05,4,KNeighborsClassifier,ENANE,,,
SPECTF.csv,0.05,5,KNeighborsClassifier,ENANE,,,
SPECTF.csv,0.05,6,KNeighborsClassifier,ENANE,,,
SPECTF.csv,0.05,7,KNeighborsClassifier,ENANE,,,
SPECTF.csv,0.05,8,KNeighborsClassifier,ENANE,,,
SPECTF.csv,0.05,9,KNeighborsClassifier,ENANE,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,0,DecisionTreeClassifier,ENN,0.2727272727272727,0.625,0.375
SPECTF.csv,0.05,1,DecisionTreeClassifier,ENN,0.5636363636363637,0.375,0.625
SPECTF.csv,0.05,2,DecisionTreeClassifier,ENN,0.5636363636363637,0.375,0.625
SPECTF.csv,0.05,3,DecisionTreeClassifier,ENN,0.2727272727272727,0.625,0.375
SPECTF.csv,0.05,4,DecisionTreeClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,5,DecisionTreeClassifier,ENN,0.7333333333333334,0.25,0.75
SPECTF.csv,0.05,6,DecisionTreeClassifier,ENN,0.3650793650793651,0.625,0.375
SPECTF.csv,0.05,7,DecisionTreeClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,8,DecisionTreeClassifier,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,9,DecisionTreeClassifier,ENN,0.5,0.5,0.5
SPECTF.csv,0.05,0,DecisionTreeClassifier,LSSm,0.5636363636363637,0.375,0.625
SPECTF.csv,0.05,1,DecisionTreeClassifier,LSSm,0.873015873015873,0.125,0.875
SPECTF.csv,0.05,2,DecisionTreeClassifier,LSSm,0.5636363636363637,0.375,0.625
SPECTF.csv,0.05,3,DecisionTreeClassifier,LSSm,0.11111111111111112,0.875,0.125
SPECTF.csv,0.05,4,DecisionTreeClassifier,LSSm,,,
SPECTF.csv,0.05,5,DecisionTreeClassifier,LSSm,0.3650793650793651,0.625,0.375
SPECTF.csv,0.05,6,DecisionTreeClassifier,LSSm,0.6190476190476191,0.375,0.625
SPECTF.csv,0.05,7,DecisionTreeClassifier,LSSm,0.7333333333333334,0.25,0.75
SPECTF.csv,0.05,8,DecisionTreeClassifier,LSSm,0.5,0.5,0.5
SPECTF.csv,0.05,9,DecisionTreeClassifier,LSSm,0.873015873015873,0.125,0.875
SPECTF.csv,0.05,0,DecisionTreeClassifier,ENANE,,,
SPECTF.csv,0.05,1,DecisionTreeClassifier,ENANE,,,
SPECTF.csv,0.05,2,DecisionTreeClassifier,ENANE,,,
SPECTF.csv,0.05,3,DecisionTreeClassifier,ENANE,,,
SPECTF.csv,0.05,4,DecisionTreeClassifier,ENANE,,,
SPECTF.csv,0.05,5,DecisionTreeClassifier,ENANE,,,
SPECTF.csv,0.05,6,DecisionTreeClassifier,ENANE,,,
SPECTF.csv,0.05,7,DecisionTreeClassifier,ENANE,,,
SPECTF.csv,0.05,8,DecisionTreeClassifier,ENANE,,,
SPECTF.csv,0.05,9,DecisionTreeClassifier,ENANE,0.3650793650793651,0.625,0.375
SPECTF.csv,0.05,0,GaussianNB,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,1,GaussianNB,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,2,GaussianNB,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,3,GaussianNB,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,4,GaussianNB,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,5,GaussianNB,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,6,GaussianNB,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,7,GaussianNB,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,8,GaussianNB,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,9,GaussianNB,ENN,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,0,GaussianNB,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,1,GaussianNB,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,2,GaussianNB,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,3,GaussianNB,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,4,GaussianNB,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,5,GaussianNB,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,6,GaussianNB,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,7,GaussianNB,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,8,GaussianNB,LSSm,0.3333333333333333,0.5,0.5
SPECTF.csv,0.05,9,GaussianNB,LSSm,0.3650793650793651,0.625,0.375
SPECTF.csv,0.05,0,GaussianNB,ENANE,,,
SPECTF.csv,0.05,1,GaussianNB,ENANE,,,
SPECTF.csv,0.05,2,GaussianNB,ENANE,,,
SPECTF.csv,0.05,3,GaussianNB,ENANE,,,
SPECTF.csv,0.05,4,GaussianNB,ENANE,,,
SPECTF.csv,0.05,5,GaussianNB,ENANE,,,
SPECTF.csv,0.05,6,GaussianNB,ENANE,,,
SPECTF.csv,0.05,7,GaussianNB,ENANE,,,
SPECTF.csv,0.05,8,GaussianNB,ENANE,,,
SPECTF.csv,0.05,9,GaussianNB,ENANE,0.3333333333333333,0.5,0.5
ThoraricSurgery.csv,0.05,0,KNeighborsClassifier,ENN,0.7825874296894108,0.14893617021276595,0.851063829787234
ThoraricSurgery.csv,0.05,1,KNeighborsClassifier,ENN,0.7825874296894108,0.14893617021276595,0.851063829787234
ThoraricSurgery.csv,0.05,2,KNeighborsClassifier,ENN,0.7825874296894108,0.14893617021276595,0.851063829787234
ThoraricSurgery.csv,0.05,3,KNeighborsClassifier,ENN,0.7144733385868137,0.2765957446808511,0.723404255319149
ThoraricSurgery.csv,0.05,4,KNeighborsClassifier,ENN,0.7609511889862328,0.19148936170212766,0.8085106382978723
ThoraricSurgery.csv,0.05,5,KNeighborsClassifier,ENN,0.6884409605574219,0.3404255319148936,0.6595744680851063
ThoraricSurgery.csv,0.05,6,KNeighborsClassifier,ENN,0.6890410114091892,0.3617021276595745,0.6382978723404256
ThoraricSurgery.csv,0.05,7,KNeighborsClassifier,ENN,0.7825874296894108,0.14893617021276595,0.851063829787234
ThoraricSurgery.csv,0.05,8,KNeighborsClassifier,ENN,0.738272237887721,0.23404255319148937,0.7659574468085106
ThoraricSurgery.csv,0.05,9,KNeighborsClassifier,ENN,0.8140731469892921,0.14893617021276595,0.851063829787234
ThoraricSurgery.csv,0.05,0,KNeighborsClassifier,LSSm,0.7265179034769071,0.2553191489361702,0.7446808510638298
ThoraricSurgery.csv,0.05,1,KNeighborsClassifier,LSSm,0.7722775832660023,0.23404255319148937,0.7659574468085106
