@relation twonorm-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.610381,0.496948,0.801096,0.501019,0.592446,0.738574,0.560643,0.59867,0.528187,0.487311,0.453635,0.46994,0.6607,0.575043,0.271642,0.30056,0.532526,0.31788,0.593623,0.512038,0
0.620358,0.589439,0.474701,0.619318,0.542809,0.653433,0.554938,0.416521,0.470041,0.584585,0.511184,0.622879,0.727623,0.582692,0.552075,0.440471,0.430623,0.505738,0.56163,0.580382,0
0.57976,0.536945,0.354436,0.591789,0.37771,0.711973,0.523089,0.606053,0.570703,0.561272,0.706089,0.605361,0.572307,0.679176,0.628417,0.415576,0.744538,0.68132,0.529246,0.349624,0
0.374392,0.351566,0.529914,0.503166,0.426791,0.489387,0.540095,0.412148,0.43402,0.347805,0.600584,0.480028,0.428599,0.405898,0.170321,0.272795,0.654909,0.472996,0.285581,0.2432,1
0.657162,0.643642,0.596384,0.59336,0.404141,0.635894,0.673231,0.658522,0.432012,0.742635,0.481019,0.707309,0.579166,0.537729,0.386749,0.453516,0.597501,0.454612,0.376894,0.572729,0
0.431738,0.542543,0.310389,0.418839,0.370212,0.611768,0.293809,0.562423,0.293619,0.358442,0.425927,0.608683,0.638997,0.317326,0.812497,0.384537,0.513742,0.371543,0.652576,0.453009,1
0.600276,0.27026,0.436136,0.666556,0.170168,0.45791,0.44549,0.629526,0.588589,0.353214,0.160086,0.39224,0.521988,0.359004,0.214965,0.4957,0.38258,0.674116,0.382033,0.509148,1
0.839612,0.677101,0.617952,0.503878,0.64869,0.559178,0.555109,0.819888,0.495984,0.665536,0.281635,0.625869,0.599601,0.65287,0.639582,0.67938,0.535174,0.354119,0.373473,0.488297,0
0.572529,0.372371,0.437667,0.603289,0.35841,0.518988,0.459844,0.667824,0.413741,0.450198,0.430929,0.282124,0.370697,0.353098,0.44925,0.36002,0.459164,0.539244,0.434794,0.583756,1
0.543798,0.408611,0.656326,0.619551,0.328586,0.482599,0.41672,0.401981,0.102025,0.51345,0.356962,0.554135,0.548532,0.624784,0.232201,0.548687,0.610415,0.244748,0.435659,0.322645,1
0.42392,0.112922,0.487398,0.214163,0.201866,0.225536,0.397222,0.327472,0.139447,0.462018,0.210699,0.403644,0.562639,0.555721,0.720726,0.420764,0.493797,0.474572,0.576324,0.461455,1
0.606178,0.466764,0.368675,0.363893,0.395868,0.325279,0.615483,0.562198,0.410531,0.637924,0.534813,0.473606,0.635127,0.519936,0.275548,0.584335,0.930264,0.576604,0.516553,0.383089,0
0.575978,0.593929,0.546664,0.394944,0.51398,0.482649,0.58554,0.612072,0.599373,0.525438,0.540078,0.591755,0.61332,0.38546,0.542125,0.449462,0.52573,0.633863,0.61953,0.567346,0
0.559959,0.586453,0.521978,0.730572,0.551124,0.815528,0.267677,0.798476,0.620581,0.256447,0.62783,0.53412,0.710863,0.361499,0.559748,0.419518,0.526904,0.540746,0.468256,0.351869,0
0.759514,0.45181,0.590227,0.541814,0.386674,0.552903,0.577135,0.455778,0.482399,0.312612,0.546715,0.640029,0.780647,0.49417,0.73995,0.72723,0.557976,0.531794,0.468386,0.473673,0
0.413112,0.443984,0.373651,0.539728,0.373772,0.545015,0.685887,0.709001,0.500781,0.558374,0.68533,0.502885,0.594735,0.239662,0.247644,0.359,0.622272,0.54891,0.526274,0.550229,0
0.474291,0.482428,0.536004,0.499043,0.353666,0.373469,0.344361,0.526815,0.456976,0.386367,0.321943,0.483251,0.403867,0.24143,0.430799,0.283309,0.51883,0.528334,0.534693,0.283673,1
0.631344,0.46568,0.598861,0.594993,0.625045,0.643232,0.44191,0.63275,0.63584,0.527793,0.504971,0.414359,0.715768,0.474471,0.578143,0.650658,0.656344,0.417978,0.452508,0.566242,0
0.602971,0.377777,0.582145,0.322754,0.323193,0.40142,0.372764,0.422339,0.352162,0.396943,0.210474,0.534575,0.411309,0.380871,0.250459,0.59859,0.135571,0.449366,0.521052,0.099912,1
0.75199,0.458649,0.566194,0.421527,0.241827,0.505825,0.358666,0.493056,0.537781,0.549041,0.446848,0.381685,0.644161,0.680417,0.390282,0.227073,0.407795,0.627213,0.563986,0.592129,0
0.494807,0.278207,0.494197,0.510727,0.274248,0.464336,0.558212,0.573194,0.371895,0.476723,0.321793,0.1818,0.503973,0.341274,0.424065,0.404344,0.566807,0.418988,0.555449,0.283809,1
0.259904,0.43794,0.650562,0.546416,0.508241,0.784402,0.781384,0.664423,0.58704,0.431315,0.755143,0.616458,0.824973,0.62042,0.821302,0.48681,0.626029,0.677663,0.6654,0.407276,0
0.612195,0.574714,0.610331,0.243692,0.645067,0.613943,0.471132,0.568229,0.461637,0.706995,0.74026,0.496193,0.46991,0.714911,0.746754,0.383933,0.724658,0.663711,0.519383,0.583124,0
0.697709,0.686408,0.57547,0.603473,0.417733,0.667421,0.427104,0.728884,0.465157,0.560644,0.66613,0.582873,0.20557,0.372997,0.487283,0.678524,0.592583,0.481825,0.651452,0.414569,0
0.967514,0.521979,0.487635,0.517452,0.392464,0.530214,0.47889,0.577661,0.46595,0.589366,0.407687,0.566979,0.710876,0.47555,0.331176,0.613411,0.698973,0.625822,0.658923,0.728842,0
0.780005,0.603561,0.56822,0.510665,0.480198,0.599405,0.665461,0.836868,0.505553,0.596018,0.326883,0.638183,0.283882,0.70404,0.604998,0.719222,0.584104,0.471457,0.363313,0.589846,0
0.546724,0.537848,0.501052,0.585407,0.516923,0.498637,0.628017,0.521128,0.683983,0.486647,0.494168,0.57666,0.580305,0.328786,0.804286,0.616924,0.546706,0.746509,0.402056,0.543841,0
0.533847,0.446778,0.324178,0.330633,0.505456,0.724249,0.505693,0.437447,0.374225,0.660984,0.442294,0.681856,0.403116,0.626301,0.643101,0.438141,0.575782,0.607696,0.555129,0.556356,0
0.558745,0.474457,0.642829,0.477062,0.64825,0.486849,0.430341,0.734193,0.390414,0.507896,0.646456,0.292458,0.630429,0.221431,0.77198,0.381288,0.734259,0.5438,0.415175,0.782712,0
0.448728,0.53786,0.554048,0.405731,0.591325,0.308115,0.538519,0.405027,0.595741,0.51048,0.377784,0.219518,0.351465,0.408519,0.364462,0.380495,0.577138,0.131585,0.548712,0.547872,1
0.455116,0.249732,0.357239,0.29471,0.248204,0.347167,0.257623,0.451571,0.3136,0.314628,0.542959,0.349158,0.4363,0.622364,0.549122,0.469105,0.428693,0.355178,0.523444,0.275152,1
0.595562,0.390094,0.61596,0.513672,0.549134,0.512538,0.545531,0.573289,0.366453,0.494531,0.480395,0.621059,0.598204,0.5814,0.485103,0.612315,0.607741,0.424726,0.54169,0.362796,0
0.26739,0.32202,0.556547,0.432131,0.36284,0.316266,0.470546,0.715672,0.540074,0.545951,0.693352,0.3007,0.679673,0.562592,0.596111,0.37921,0.676185,0.357444,0.38394,0.484278,0
0.300962,0.354046,0.591341,0.302577,0.377888,0.511113,0.369649,0.765345,0.535141,0.459193,0.38492,0.469202,0.43089,0.380645,0.50659,0.240295,0.523682,0.581246,0.613917,0.482145,1
0.562961,0.453941,0.471639,0.363095,0.388181,0.336054,0.363468,0.589226,0.435879,0.46867,0.562122,0.506809,0.336194,0.341111,0.501718,0.228723,0.359831,0.288253,0.448044,0.262264,1
0.574381,0.393176,0.576517,0.452442,0.31668,0.412058,0.353377,0.665596,0.648545,0.612136,0.649176,0.530552,0.566418,0.380106,0.505182,0.470276,0.663871,0.644502,0.549387,0.63641,0
0.300477,0.70696,0.531164,0.312138,0.58521,0.574391,0.527512,0.541912,0.415353,0.547617,0.387427,0.492674,0.746441,0.663904,0.429157,0.457924,0.539883,0.512757,0.603983,0.626859,0
0.629722,0.571583,0.377073,0.506726,0.641192,0.573529,0.514978,0.671817,0.235014,0.644565,0.603927,0.418677,0.391935,0.31626,0.4397,0.297425,0.557702,0.495653,0.433954,0.685355,0
0.51669,0.73759,0.346207,0.484131,0.425095,0.162183,0.336273,0.460529,0.418823,0.489798,0.332697,0.424619,0.640524,0.435815,0.56179,0.331575,0.633569,0.5719,0.566792,0.331564,1
0.51899,0.474746,0.39998,0.293078,0.254655,0.412033,0.3847,0.669258,0.378142,0.365891,0.345522,0.438311,0.57109,0.361762,0.496598,0.776516,0.463991,0.388068,0.448245,0.476749,1
0.439518,0.612146,0.373651,0.349423,0.37994,0.448572,0.546582,0.393651,0.346224,0.516347,0.402947,0.463666,0.497088,0.344873,0.491879,0.379601,0.443263,0.367467,0.27361,0.257551,1
0.421007,0.122687,0.291162,0.428976,0.157863,0.493225,0.556832,0.417563,0.450196,0.522867,0.623339,0.181321,0.182158,0.29359,0.52918,0.350022,0.443289,0.463724,0.452733,0.342243,1
0.660292,0.438398,0.419544,0.641618,0.48956,0.676196,0.489066,0.547801,0.428888,0.560318,0.525743,0.446,0.513395,0.508902,0.518237,0.450733,0.508094,0.959734,0.486099,0.566378,0
0.755835,0.430632,0.478607,0.450835,0.44497,0.651545,0.378347,0.652076,0.76868,0.556986,0.614132,0.671743,0.566392,0.539659,0.660365,0.636731,0.738302,0.305135,0.685967,0.874214,0
0.490796,0.395692,0.445952,0.37435,0.329906,0.722136,0.597781,0.323621,0.271419,0.575627,0.622453,0.175489,0.432249,0.413396,0.579316,0.500913,0.476122,0.347285,0.587809,0.526662,1
0.498972,0.455916,0.430553,0.381321,0.627003,0.664333,0.423744,0.461229,0.481928,0.673758,0.499283,0.457625,0.540599,0.55285,0.46599,0.423635,0.438959,0.463219,0.395839,0.661924,0
0.470062,0.523424,0.632912,0.610395,0.284102,0.65792,0.384065,0.703704,0.458563,0.685288,0.859613,0.690073,0.578842,0.580786,0.568359,0.407291,0.599523,0.521327,0.53995,0.420225,0
0.435404,0.412331,0.831433,0.576338,0.389449,0.521301,0.578394,0.514539,0.398718,0.531861,0.553776,0.320912,0.626391,0.519974,0.486966,0.793024,0.895775,0.737298,0.445072,0.464916,0
0.589801,0.457613,0.628297,0.546674,0.367971,0,0.411051,0.275204,0.412787,0.292437,0.3248,0.459385,0.40234,0.584861,0.357134,0.61715,0.448755,0.691898,0.498698,0.497947,1
0.577537,0.344077,0.383984,0.586316,0.42277,0.440797,0.388951,0.570113,0.571632,0.451526,0.478573,0.305449,0.512916,0.230409,0.573382,0.464471,0.414722,0.454587,0.39932,0.271294,1
0.673514,0.579048,0.397627,0.432597,0.25632,0.468698,0.429168,0.518722,0.372007,0.378109,0.389623,0.587228,0.510936,0.403328,0.340201,0.43658,0.232726,0.558478,0.521467,0.202888,1
0.716322,0.43611,0.651407,0.652761,0.448018,0.269913,0.617499,0.692826,0.587895,0.568854,0.466048,0.559622,0.473482,0.6504,0.767509,0.557048,0.337094,0.67568,0.44017,0.602213,0
0.595434,0.48557,0.569312,0.626976,0.417796,0.70476,0.825608,0.754266,0.44587,0.606667,0.559876,0.486757,0.419967,0.401334,0.668424,0.453264,0.545479,0.689632,0.287925,0.69178,0
0.775483,0.36664,0.679525,0.504836,0.54395,0.631194,0.698165,0.521839,0.541896,0.510661,0.543084,0.729305,0.61816,0.365123,0.427073,0.546043,0.596001,0.523335,0.58299,0.636832,0
0.306455,0.377789,0.406711,0.465562,0.330838,0.263876,0.734118,0.659008,0.521345,0.603721,0.600509,0.08219,0.514404,0.419214,0.229634,0.425726,0.304144,0.232668,0.413564,0.32401,1
0.410966,0.444755,0.411754,0.434156,0.448688,0.273814,0.517201,0.364727,0.622527,0.503694,0.46117,0.56052,0.617733,0.358791,0.830189,0.522382,0.495363,0.550191,0.391068,0.30342,1
0.520804,0.135088,0.280593,0.604566,0.408486,0.411258,0.457608,0.541438,0.330867,0.495086,0.330975,0.36969,0.364148,0.372596,0.399183,0.238431,0.414813,0.568009,0.46835,0.5378,1
0.985041,0.468871,0.555219,0.518876,0.653675,0.500938,0.503152,0.520109,0.624634,0.568503,0.686166,0.755508,0.586802,0.491975,0.694948,0.55448,0.428966,0.590728,0.581972,0.597375,0
0.533515,0.768436,0.557977,0.587948,0.538222,0.749775,0.37781,0.592153,0.611904,0.384653,0.815238,0.780568,0.737045,0.438549,0.653989,0.470314,0.57226,0.352654,0.385645,0.466826,0
0.694043,0.589427,0.49395,0.422987,0.630794,0.629644,0.482933,0.66754,0.579379,0.400263,0.200082,0.623027,0.641818,0.505492,0.640561,0.396462,0.489193,0.476308,0.646242,0.654122,0
0.497809,0.40642,0.394194,0.523294,0.421356,0.535789,0.457389,0.474571,0.279736,0.328403,0.555335,0.550371,0.32826,0.350728,0.473966,0.575433,0.459099,0.600776,0.280039,0.39682,1
0.400657,0.234779,0.31631,0.535125,0.308543,0.582004,0.341624,0.699758,0.482027,0.674301,0.355141,0.532828,0.525276,0.461018,0.470916,0.46218,0.713296,0.463428,0.438465,0.440295,1
0.628406,0.360837,0.469467,0.682965,0.412047,0.65292,0.558847,0.883946,0.397541,0.724429,0.727348,0.567249,0.373065,0.549314,0.629839,0.736737,0.631755,0.673267,0.701525,0.472532,0
0.465898,0.368241,0.578734,0.548994,0.259828,0.420846,0.634285,0.346858,0.206852,0.33118,0.493107,0.314158,0.37731,0.432593,0.661979,0.186627,0.642165,0.2843,0.440715,0.408268,1
0.777552,0.3847,0.404336,0.433039,0.490973,0.525726,0.418613,0.572637,0.553188,0.485645,0.443517,0.748435,0.649635,0.701808,0.581207,0.61807,0.608954,0.469684,0.61078,0.514742,0
0.463534,0.629917,0.577789,0.491213,0.566873,0.660946,0.523908,0.57727,0.631737,0.560076,0.539404,0.458056,0.564736,0.432956,0.425086,0.606485,0.458969,0.446657,0.594037,0.367162,0
0.423345,0.561939,0.533269,0.541274,0.474124,0.315116,0.669835,0.541912,0.559906,0.877046,0.366144,0.644051,0.562367,0.762144,0.814071,0.659674,0.533622,0.255868,0.572487,0.388261,0
0.614967,0.531731,0.365456,0.616998,0.498283,0.54564,0.666316,0.472924,0.221107,0.554221,0.420724,0.499612,0.297523,0.222936,0.236769,0.351206,0.487079,0.425871,0.400516,0.299624,1
0.462385,0.567393,0.324336,0.485052,0.532662,0.292665,0.552739,0.723943,0.267515,0.352308,0.476215,0.390136,0.474815,0.510808,0.503347,0.425625,0.597553,0.435451,0.495998,0.663177,1
0.620869,0.438374,0.56965,0.34568,0.54416,0.450323,0.360218,0.600377,0.464723,0.567429,0.613883,0.444585,0.532187,0.741555,0.57301,0.669395,0.677059,0.444416,0.426648,0.365376,0
0.736085,0.506652,0.615521,0.370569,0.19974,0.458398,0.385848,0.513568,0.683846,0.449184,0.398431,0.457982,0.397914,0.655566,0.721361,0.514323,0.434458,0.560694,0.428507,0.370387,0
0.703164,0.686047,0.409503,0.572079,0.502639,0.620994,0.433945,0.546912,0.456121,0.694294,0.767194,0.529888,0.569485,0.32999,0.507142,0.482944,0.579734,0.491393,0.42029,0.631138,0
0.397105,0.509325,0.806342,0.732548,0.567554,0.463211,0.397918,0.630628,0.435012,0.530702,0.212096,0.310529,0.519892,0.569313,0.525344,0.530152,0.462073,0.633272,0.400374,0.779958,0
0.378786,0.393621,0.682227,0.368029,0.458416,0.2428,0.698348,0.393758,0.296086,0.319952,0.522649,0.434633,0.308679,0.392181,0.379752,0.563281,0.196762,0.613188,0.413304,0.242207,1
0.674945,0.343234,0.392303,0.757229,0.35885,0.5099,0.50281,0.553121,0.385815,0.579454,0.396522,0.306765,0.341733,0.474271,0.548045,0.380847,0.650487,0.428137,0.284503,0.438657,1
0.752335,0.621368,0.641883,0.408088,0.69974,0.366231,0.473026,0.555823,0.432892,0.61443,0.535449,0.78491,0.671598,0.548386,0.57076,0.462406,0.560559,0.405356,0.565798,0.406495,0
0.798439,0.502282,0.401128,0.4216,0.540935,0.614656,0.489347,0.601585,0.595332,0.428164,0.633831,0.366824,0.63659,0.520801,0.309427,0.313241,0.352396,0.62725,0.563879,0.220501,0
0.735331,0.481224,0.292299,0.380891,0.398821,0.417508,0.4914,0.524374,0.340399,0.469805,0.598263,0.487064,0.535849,0.326328,0.621835,0.544884,0.387381,0.317264,0.453348,0.425001,1
0.605667,0.384808,0.553508,0.70837,0.463443,0.522576,0.65961,0.648995,0.755293,0.515997,0.704979,0.414777,0.477675,0.576222,0.858493,0.561594,0.482723,0.701847,0.701442,0.614046,0
0.521123,0.31777,0.382746,0.423098,0.45851,0.540052,0.310362,0.549827,0.287595,0.410332,0.399304,0.333473,0.500052,0.396569,0.383313,0.571215,0.357313,0.434885,0.48559,0.476179,1
0.379655,0.354841,0.282855,0.443827,0.519373,0.373394,0.185765,0.736231,0.676323,0.455124,0.206507,0.297255,0.522377,0.467563,0.271573,0.355865,0.434002,0.454513,0.299363,0.544486,1
0.389185,0.585983,0.377061,0.664691,0.305883,0.669933,0.493525,0.516767,0.824359,0.574842,0.644922,0.422023,0.579503,0.721556,0.608476,0.359164,0.686346,0.630526,0.500912,0.399028,0
0.591691,0.437134,0.600392,0.671429,0.271169,0.350293,0.693755,0.597509,0.492141,0.508862,0.580324,0.426735,0.514223,0.620897,0.577095,0.490676,0.575351,0.503977,0.592675,0.372843,0
0.57732,0.632674,0.493995,0.331824,0.371615,0.519488,0.245443,0.245509,0.507164,0.345487,0.559639,0.198187,0.346327,0.380921,0.528601,0.433671,0.360992,0.652444,0.363373,0.257737,1
