@relation winequality-white-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute FixedAcidity numeric
@attribute VolatileAcidity numeric
@attribute CitricAcid numeric
@attribute ResidualSugar numeric
@attribute Chlorides numeric
@attribute FreeSulfurDioxide numeric
@attribute TotalSulfurDioxide numeric
@attribute Density numeric
@attribute PH numeric
@attribute Sulphates numeric
@attribute Alcohol numeric
@attribute Quality {0,1,2,3,4,5,6,7,8,9,10}

@data
0.298077,0.156863,0.210843,0.006135,0.127596,0.114983,0.317865,0.113553,0.663636,0.255814,0.322581,6
0.307692,0.196078,0.23494,0.124233,0.124629,0.10453,0.306265,0.173318,0.6,0.360465,0.403226,6
0.346154,0.186275,0.289157,0.007669,0.11276,0.052265,0.285383,0.082707,0.427273,0.313953,0.580645,6
0.326923,0.235294,0.216867,0.021472,0.071217,0.121951,0.243619,0.067284,0.345455,0.569767,0.693548,7
0.451923,0.156863,0.23494,0.150307,0.103858,0.062718,0.308585,0.198381,0.436364,0.360465,0.322581,6
0.432692,0.058824,0.204819,0.007669,0.097923,0.017422,0.088167,0.121265,0.681818,0.209302,0.354839,6
0.346154,0.166667,0.216867,0.022239,0.121662,0.101045,0.211137,0.094274,0.427273,0.255814,0.451613,6
0.230769,0.039216,0.204819,0.013804,0.106825,0.142857,0.25058,0.130904,0.636364,0.337209,0.16129,6
0.192308,0.186275,0.120482,0.220092,0.103858,0.069686,0.394432,0.175246,0.590909,0.174419,0.354839,5
0.336538,0.196078,0.259036,0.016871,0.210682,0.066202,0.264501,0.065356,0.427273,0.232558,0.774194,5
0.259615,0.303922,0.138554,0.07362,0.124629,0.080139,0.324826,0.121265,0.472727,0.151163,0.322581,5
0.307692,0.245098,0.192771,0.009202,0.130564,0.125436,0.299304,0.067284,0.372727,0.069767,0.516129,6
0.336538,0.156863,0.23494,0.266104,0.142433,0.149826,0.324826,0.246578,0.445455,0.162791,0.096774,5
0.336538,0.156863,0.23494,0.266104,0.142433,0.149826,0.324826,0.246578,0.445455,0.162791,0.096774,5
0.278846,0.147059,0.23494,0.029141,0.48368,0.212544,0.345708,0.127048,0.354545,0.162791,0.225806,6
0.278846,0.156863,0.23494,0.035276,0.486647,0.212544,0.343387,0.127048,0.345455,0.139535,0.225806,6
0.307692,0.22549,0.156627,0.104294,0.178042,0.090592,0.350348,0.159823,0.372727,0.27907,0.290323,6
0.269231,0.156863,0.162651,0.01227,0.142433,0.108014,0.331787,0.121265,0.454545,0.395349,0.241935,6
0.278846,0.147059,0.156627,0.01227,0.151335,0.108014,0.336427,0.121265,0.472727,0.395349,0.241935,6
0.346154,0.098039,0.186747,0.01227,0.145401,0.125436,0.366589,0.115481,0.4,0.360465,0.322581,7
0.230769,0.362745,0.156627,0.058282,0.160237,0.212544,0.457077,0.132832,0.5,0.348837,0.290323,4
0.230769,0.372549,0.150602,0.058282,0.169139,0.209059,0.459397,0.130904,0.481818,0.348837,0.290323,5
0.307692,0.22549,0.156627,0.104294,0.178042,0.090592,0.350348,0.159823,0.372727,0.27907,0.290323,6
0.298077,0.107843,0.210843,0.067485,0.172107,0.10453,0.327146,0.152111,0.581818,0.302326,0.290323,5
0.326923,0.107843,0.186747,0.015337,0.15727,0.101045,0.38051,0.08849,0.572727,0.255814,0.596774,6
0.269231,0.166667,0.174699,0.007669,0.175074,0.12892,0.266821,0.082707,0.563636,0.418605,0.483871,7
0.230769,0.078431,0.198795,0.007669,0.142433,0.066202,0.169374,0.074995,0.545455,0.27907,0.467742,7
0.25,0.098039,0.210843,0.006135,0.106825,0.12892,0.229698,0.076923,0.536364,0.151163,0.467742,6
0.288462,0.117647,0.355422,0.004601,0.409496,0.125436,0.285383,0.113553,0.3,0.186047,0.177419,6
0.298077,0.166667,0.210843,0.010736,0.089021,0.094077,0.422274,0.071139,0.372727,0.348837,0.483871,6
0.326923,0.127451,0.204819,0.173313,0.10089,0.121951,0.473318,0.175246,0.336364,0.325581,0.258065,6
0.211538,0.107843,0.156627,0.180982,0.115727,0.167247,0.320186,0.194525,0.527273,0.162791,0.145161,6
0.269231,0.294118,0.090361,0.06135,0.103858,0.080139,0.160093,0.115481,0.354545,0.186047,0.354839,6
0.346154,0.117647,0.216867,0.009202,0.086053,0.146341,0.236659,0.105842,0.581818,0.139535,0.306452,6
0.288462,0.137255,0.144578,0.065951,0.246291,0.097561,0.264501,0.154039,0.281818,0.27907,0.096774,6
0.211538,0.107843,0.156627,0.180982,0.115727,0.167247,0.320186,0.194525,0.527273,0.162791,0.145161,6
0.307692,0.382353,0.042169,0.007669,0.077151,0.052265,0.329466,0.074995,0.272727,0.139535,0.403226,5
0.269231,0.294118,0.090361,0.06135,0.103858,0.080139,0.160093,0.115481,0.354545,0.186047,0.354839,6
0.326923,0.156863,0.162651,0.01227,0.086053,0.101045,0.262181,0.107769,0.390909,0.27907,0.370968,6
0.230769,0.264706,0.018072,0.009202,0.163205,0.094077,0.257541,0.121265,0.454545,0.372093,0.177419,5
0.25,0.176471,0.144578,0.088957,0.091988,0.087108,0.266821,0.0615,0.454545,0.313953,0.741935,7
0.278846,0.166667,0.078313,0.009202,0.094955,0.275261,0.382831,0.094274,0.381818,0.232558,0.290323,5
0.278846,0.147059,0.186747,0.023006,0.109792,0.097561,0.201856,0.105842,0.554545,0.488372,0.435484,8
0.346154,0.156863,0.174699,0.145706,0.121662,0.066202,0.222738,0.175246,0.372727,0.151163,0.241935,5
0.230769,0.186275,0.259036,0.110429,0.139466,0.160279,0.545244,0.163678,0.345455,0.337209,0.16129,6
0.288462,0.215686,0.138554,0.06135,0.154303,0.16899,0.532483,0.167534,0.545455,0.44186,0.241935,5
0.211538,0.186275,0.168675,0.064417,0.160237,0.101045,0.445476,0.179102,0.881818,0.569767,0.322581,5
0.461538,0.147059,0.277108,0.006135,0.133531,0.02439,0.146172,0.13476,0.209091,0.313953,0.177419,6
0.278846,0.147059,0.186747,0.023006,0.109792,0.097561,0.201856,0.105842,0.554545,0.488372,0.435484,8
0.346154,0.156863,0.174699,0.145706,0.121662,0.066202,0.222738,0.175246,0.372727,0.151163,0.241935,5
0.317308,0.098039,0.216867,0.01227,0.10089,0.101045,0.180974,0.05186,0.490909,0.174419,0.758065,7
0.307692,0.235294,0.204819,0.010736,0.097923,0.062718,0.139211,0.078851,0.536364,0.5,0.645161,7
0.346154,0.098039,0.180723,0.125767,0.163205,0.083624,0.218097,0.173318,0.2,0.395349,0.209677,5
0.278846,0.45098,0.168675,0.07362,0.151335,0.066202,0.222738,0.150183,0.5,0.174419,0.16129,5
0.288462,0.137255,0.186747,0.01227,0.130564,0.111498,0.243619,0.111625,0.609091,0.639535,0.419355,6
0.317308,0.117647,0.204819,0.236196,0.121662,0.170732,0.364269,0.219587,0.445455,0.44186,0.193548,6
0.317308,0.254902,0.120482,0.084356,0.160237,0.156794,0.359629,0.144399,0.409091,0.232558,0.322581,5
0.336538,0.137255,0.180723,0.116564,0.11276,0.139373,0.459397,0.182957,0.554545,0.27907,0.241935,6
0.317308,0.343137,0.36747,0.171779,0.106825,0.181185,0.338747,0.198381,0.354545,0.267442,0.112903,5
0.317308,0.352941,0.373494,0.171779,0.103858,0.174216,0.331787,0.200308,0.363636,0.27907,0.112903,6
0.326923,0.303922,0.379518,0.159509,0.103858,0.184669,0.341067,0.198381,0.336364,0.255814,0.112903,6
0.288462,0.166667,0.186747,0.194785,0.121662,0.233449,0.447796,0.194525,0.454545,0.302326,0.274194,6
0.317308,0.343137,0.36747,0.171779,0.106825,0.181185,0.338747,0.198381,0.354545,0.267442,0.112903,5
0.317308,0.352941,0.373494,0.171779,0.103858,0.174216,0.331787,0.200308,0.363636,0.27907,0.112903,6
0.326923,0.303922,0.379518,0.159509,0.103858,0.184669,0.341067,0.198381,0.336364,0.255814,0.112903,6
0.221154,0.186275,0.259036,0.105828,0.118694,0.219512,0.542923,0.165606,0.363636,0.290698,0.16129,5
0.298077,0.156863,0.198795,0.016871,0.077151,0.156794,0.294664,0.055716,0.490909,0.209302,0.741935,7
0.298077,0.127451,0.198795,0.018405,0.074184,0.160279,0.294664,0.053788,0.481818,0.22093,0.741935,7
0.355769,0.088235,0.192771,0.016871,0.091988,0.170732,0.322506,0.086563,0.445455,0.255814,0.564516,7
0.317308,0.176471,0.174699,0.180982,0.103858,0.209059,0.535963,0.188741,0.290909,0.232558,0.193548,6
0.211538,0.254902,0.39759,0.234663,0.109792,0.083624,0.359629,0.20802,0.381818,0.325581,0.129032,6
0.461538,0.181373,0.216867,0.009202,0.074184,0.045296,0.164733,0.080779,0.209091,0.162791,0.548387,7
0.576923,0.27451,0.277108,0.15184,0.086053,0.006969,0.171694,0.163678,0.154545,0.093023,0.33871,4
0.211538,0.254902,0.39759,0.234663,0.109792,0.083624,0.359629,0.20802,0.381818,0.325581,0.129032,6
0.346154,0.166667,0.222892,0.197853,0.151335,0.174216,0.424594,0.200308,0.254545,0.255814,0.177419,5
0.317308,0.039216,0.192771,0.138037,0.133531,0.216028,0.354988,0.175246,0.618182,0.22093,0.225806,5
0.211538,0.127451,0.144578,0.17638,0.121662,0.184669,0.359629,0.190669,0.563636,0.197674,0.225806,5
0.355769,0.220588,0.240964,0.280675,0.148368,0.146341,0.37355,0.248506,0.245455,0.27907,0.16129,5
0.346154,0.166667,0.222892,0.197853,0.151335,0.174216,0.424594,0.200308,0.254545,0.255814,0.177419,5
0.336538,0.04902,0.192771,0.211656,0.124629,0.111498,0.232019,0.198381,0.436364,0.151163,0.193548,6
0.317308,0.039216,0.192771,0.138037,0.133531,0.216028,0.354988,0.175246,0.618182,0.22093,0.225806,5
0.317308,0.147059,0.210843,0.243865,0.091988,0.202091,0.37587,0.229227,0.4,0.430233,0.177419,6
0.317308,0.147059,0.210843,0.243865,0.091988,0.202091,0.37587,0.229227,0.4,0.430233,0.177419,6
0.298077,0.245098,0.168675,0.010736,0.124629,0.121951,0.412993,0.107769,0.5,0.44186,0.370968,5
0.259615,0.088235,0.325301,0.121166,0.216617,0.216028,0.357309,0.169462,0.154545,0.197674,0.129032,6
0.326923,0.186275,0.277108,0.278374,0.127596,0.149826,0.570766,0.248506,0.290909,0.348837,0.145161,5
0.326923,0.22549,0.301205,0.194785,0.139466,0.229965,0.431555,0.213804,0.263636,0.290698,0.193548,5
0.278846,0.323529,0.204819,0.131902,0.118694,0.094077,0.327146,0.186813,0.454545,0.337209,0.177419,5
0.278846,0.323529,0.204819,0.131902,0.118694,0.094077,0.327146,0.186813,0.454545,0.337209,0.177419,5
0.163462,0.397059,0,0.013804,0.166172,0.020906,0.218097,0.132832,0.827273,0.209302,0.274194,4
0.211538,0.22549,0.144578,0.041411,0.094955,0.080139,0.310905,0.082707,0.536364,0.255814,0.532258,6
0.307692,0.058824,0.240964,0.016871,0.077151,0.04878,0.176334,0.076923,0.427273,0.232558,0.612903,6
0.326923,0.22549,0.301205,0.194785,0.139466,0.229965,0.431555,0.213804,0.263636,0.290698,0.193548,5
0.336538,0.235294,0.289157,0.194785,0.151335,0.191638,0.433875,0.213804,0.290909,0.325581,0.193548,5
0.201923,0.27451,0.024096,0.078221,0.109792,0.066202,0.180974,0.121265,0.454545,0.337209,0.354839,5
0.384615,0.156863,0.192771,0.177914,0.133531,0.139373,0.299304,0.21766,0.263636,0.372093,0.129032,5
0.346154,0.078431,0.186747,0.095859,0.148368,0.101045,0.283063,0.155967,0.518182,0.139535,0.274194,5
0.298077,0.107843,0.168675,0.067485,0.145401,0.041812,0.317865,0.155967,0.518182,0.162791,0.177419,6
0.25,0.04902,0.283133,0.015337,0.246291,0.132404,0.345708,0.109697,0.445455,0.162791,0.290323,6
0.278846,0.107843,0.216867,0.007669,0.050445,0.212544,0.310905,0.078851,0.5,0.302326,0.483871,6
0.346154,0.303922,0.138554,0.09816,0.071217,0.094077,0.271462,0.132832,0.381818,0.232558,0.403226,5
0.259615,0.156863,0.192771,0.107362,0.086053,0.160279,0.450116,0.167534,0.663636,0.372093,0.274194,7
0.221154,0.215686,0.337349,0.033742,0.103858,0.156794,0.394432,0.101986,0.527273,0.406977,0.467742,7
0.221154,0.215686,0.337349,0.032209,0.109792,0.15331,0.406032,0.101986,0.536364,0.406977,0.467742,6
0.182692,0.176471,0.150602,0.150307,0.032641,0.017422,0.111369,0.132832,0.609091,0.174419,0.419355,5
0.259615,0.156863,0.192771,0.107362,0.086053,0.160279,0.450116,0.167534,0.663636,0.372093,0.274194,7
0.259615,0.338235,0.240964,0.191718,0.086053,0.198606,0.538283,0.20802,0.463636,0.406977,0.16129,5
0.269231,0.156863,0.162651,0.233129,0.077151,0.15331,0.415313,0.213804,0.472727,0.337209,0.193548,5
0.288462,0.186275,0.13253,0.115031,0.074184,0.184669,0.450116,0.173318,0.427273,0.348837,0.145161,5
0.278846,0.186275,0.186747,0.231595,0.080119,0.146341,0.394432,0.20802,0.490909,0.395349,0.258065,5
0.423077,0.147059,0.240964,0.009202,0.053412,0.118467,0.259861,0.094274,0.363636,0.186047,0.435484,6
0.317308,0.284314,0.403614,0.15184,0.106825,0.163763,0.338747,0.200308,0.4,0.255814,0.112903,5
0.288462,0.107843,0.216867,0.019939,0.077151,0.097561,0.201856,0.08849,0.390909,0.372093,0.451613,7
0.413462,0.196078,0.23494,0.019939,0.059347,0.055749,0.162413,0.100058,0.463636,0.348837,0.612903,6
0.240385,0.22549,0.204819,0.02454,0.106825,0.062718,0.157773,0.107769,0.527273,0.244186,0.354839,5
0.317308,0.284314,0.403614,0.15184,0.106825,0.163763,0.338747,0.200308,0.4,0.255814,0.112903,5
0.394231,0.127451,0.240964,0.009202,0.089021,0.125436,0.227378,0.094274,0.445455,0.372093,0.451613,6
0.451923,0.127451,0.246988,0.056748,0.080119,0.076655,0.208817,0.146327,0.418182,0.360465,0.274194,6
0.413462,0.117647,0.240964,0.021472,0.083086,0.059233,0.180974,0.096202,0.363636,0.372093,0.516129,6
0.240385,0.171569,0.222892,0.007669,0.091988,0.121951,0.243619,0.065356,0.254545,0.197674,0.467742,6
0.173077,0.078431,0.162651,0.01227,0.103858,0.1777,0.36891,0.090418,0.509091,0.174419,0.33871,6
0.25,0.504902,0.084337,0.070552,0.145401,0.045296,0.204176,0.154039,0.6,0.162791,0.16129,4
0.240385,0.254902,0.198795,0.06135,0.074184,0.059233,0.164733,0.08849,0.6,0.418605,0.645161,7
0.298077,0.166667,0.180723,0.053681,0.133531,0.073171,0.24826,0.132832,0.245455,0.186047,0.225806,6
0.394231,0.137255,0.228916,0.113497,0.10089,0.15331,0.331787,0.121265,0.363636,0.116279,0.564516,7
0.365385,0.098039,0.277108,0.147239,0.136499,0.195122,0.292343,0.186813,0.381818,0.244186,0.306452,6
0.298077,0.166667,0.180723,0.053681,0.133531,0.073171,0.24826,0.132832,0.245455,0.186047,0.225806,6
0.326923,0.098039,0.246988,0.009202,0.115727,0.135889,0.204176,0.092346,0.381818,0.267442,0.387097,5
0.423077,0.147059,0.240964,0.105828,0.118694,0.034843,0.155452,0.182957,0.309091,0.72093,0.274194,6
0.346154,0.156863,0.253012,0.205521,0.169139,0.160279,0.438515,0.20802,0.154545,0.232558,0.145161,6
0.346154,0.156863,0.253012,0.205521,0.169139,0.160279,0.438515,0.20802,0.154545,0.232558,0.145161,6
0.221154,0.235294,0.144578,0.013804,0.080119,0.125436,0.266821,0.05186,0.518182,0.232558,0.709677,7
0.134615,0.352941,0.024096,0.01227,0.080119,0.142857,0.25522,0.044149,0.581818,0.127907,0.66129,8
0.134615,0.352941,0.024096,0.01227,0.080119,0.142857,0.25522,0.044149,0.581818,0.127907,0.66129,8
0.221154,0.235294,0.144578,0.013804,0.080119,0.125436,0.266821,0.05186,0.518182,0.232558,0.709677,7
0.25,0.137255,0.337349,0.21319,0.136499,0.087108,0.348028,0.209948,0.236364,0.209302,0.177419,5
0.240385,0.27451,0.180723,0.064417,0.118694,0.041812,0.176334,0.117409,0.509091,0.197674,0.419355,5
0.346154,0.156863,0.253012,0.205521,0.169139,0.160279,0.438515,0.20802,0.154545,0.232558,0.145161,6
0.278846,0.156863,0.210843,0.191718,0.121662,0.216028,0.454756,0.190669,0.390909,0.325581,0.241935,5
0.307692,0.147059,0.216867,0.190184,0.124629,0.243902,0.389791,0.194525,0.4,0.313953,0.290323,5
0.442308,0.186275,0.277108,0.124233,0.115727,0.12892,0.436195,0.198381,0.381818,0.430233,0.258065,6
0.278846,0.372549,0.108434,0.027607,0.074184,0.080139,0.206497,0.048005,0.327273,0.255814,0.741935,7
0.355769,0.205882,0.186747,0.128067,0.136499,0.062718,0.329466,0.186813,0.327273,0.372093,0.209677,5
0.576923,0.333333,0.289157,0.141871,0.074184,0.010453,0.234339,0.167534,0.136364,0.081395,0.322581,5
0.317308,0.215686,0.277108,0.013804,0.169139,0.094077,0.287703,0.067284,0.363636,0.372093,0.758065,6
0.394231,0.107843,0.271084,0.013804,0.106825,0.052265,0.201856,0.08849,0.372727,0.197674,0.483871,6
0.365385,0.392157,0.222892,0.003067,0.083086,0.006969,0.211137,0.059572,0.281818,0.197674,0.548387,4
0.240385,0.137255,0.259036,0.060583,0.086053,0.101045,0.280742,0.090418,0.572727,0.127907,0.564516,7
0.355769,0.186275,0.186747,0.26227,0.124629,0.108014,0.38051,0.229227,0.336364,0.488372,0.354839,5
0.298077,0.147059,0.240964,0.105828,0.091988,0.167247,0.329466,0.107769,0.354545,0.05814,0.548387,6
0.326923,0.235294,0.283133,0.069018,0.103858,0.059233,0.12993,0.074995,0.281818,0.22093,0.741935,4
0.201923,0.147059,0.180723,0.18865,0.133531,0.191638,0.37355,0.194525,0.509091,0.197674,0.225806,5
0.211538,0.578431,0.042169,0.009202,0.151335,0.02439,0.229698,0.115481,0.354545,0.151163,0.112903,4
0.25,0.166667,0.192771,0.075153,0.118694,0.135889,0.387471,0.152111,0.427273,0.534884,0.193548,6
0.25,0.245098,0.186747,0.075153,0.115727,0.139373,0.38051,0.154039,0.427273,0.511628,0.209677,6
0.317308,0.254902,0.090361,0.009202,0.130564,0.205575,0.403712,0.12512,0.336364,0.244186,0.193548,5
0.288462,0.196078,0.240964,0.328221,0.115727,0.160279,0.366589,0.267785,0.190909,0.325581,0.112903,5
0.298077,0.186275,0.240964,0.205521,0.121662,0.216028,0.5058,0.20802,0.418182,0.418605,0.258065,6
0.288462,0.176471,0.337349,0.173313,0.10089,0.216028,0.50348,0.190669,0.272727,0.476744,0.209677,5
0.288462,0.205882,0.337349,0.173313,0.10089,0.222997,0.512761,0.194525,0.272727,0.476744,0.209677,5
0.278846,0.156863,0.246988,0.134969,0.091988,0.163763,0.364269,0.159823,0.363636,0.453488,0.306452,6
0.201923,0.215686,0.138554,0.055215,0.086053,0.139373,0.25522,0.101986,0.390909,0.325581,0.483871,5
0.288462,0.441176,0.210843,0.04908,0.074184,0.083624,0.232019,0.067284,0.490909,0.406977,0.758065,8
0.259615,0.196078,0.168675,0.121166,0.11276,0.181185,0.466357,0.175246,0.336364,0.372093,0.145161,4
0.269231,0.196078,0.168675,0.121166,0.127596,0.184669,0.468677,0.175246,0.336364,0.383721,0.145161,6
0.288462,0.196078,0.240964,0.328221,0.115727,0.160279,0.366589,0.267785,0.190909,0.325581,0.112903,5
0.288462,0.196078,0.216867,0.113497,0.106825,0.090592,0.264501,0.109697,0.272727,0.174419,0.548387,6
0.269231,0.068627,0.204819,0.069018,0.136499,0.111498,0.269142,0.136688,0.581818,0.232558,0.258065,5
0.25,0.205882,0.26506,0.046012,0.566766,0.254355,0.399072,0.136688,0.272727,0.22093,0.177419,5
0.25,0.215686,0.271084,0.044479,0.557864,0.25784,0.396752,0.136688,0.272727,0.197674,0.177419,6
0.25,0.205882,0.26506,0.046012,0.557864,0.254355,0.403712,0.136688,0.263636,0.186047,0.177419,5
0.288462,0.176471,0.144578,0.110429,0.127596,0.181185,0.475638,0.173318,0.372727,0.290698,0.145161,5
0.317308,0.235294,0.144578,0.191718,0.121662,0.174216,0.452436,0.209948,0.345455,0.313953,0.129032,5
0.288462,0.176471,0.144578,0.110429,0.127596,0.181185,0.475638,0.173318,0.372727,0.290698,0.145161,5
0.288462,0.186275,0.156627,0.23773,0.118694,0.184669,0.433875,0.21766,0.390909,0.325581,0.209677,5
0.317308,0.235294,0.144578,0.191718,0.121662,0.174216,0.452436,0.209948,0.345455,0.313953,0.129032,5
0.298077,0.45098,0.192771,0.193252,0.121662,0.1777,0.526682,0.196453,0.436364,0.325581,0.258065,5
0.288462,0.176471,0.204819,0.203988,0.074184,0.12892,0.290023,0.150183,0.554545,0.360465,0.645161,6
0.192308,0.196078,0.210843,0.026074,0.130564,0.118467,0.243619,0.101986,0.509091,0.325581,0.354839,4
0.25,0.127451,0.301205,0.168712,0.097923,0.149826,0.334107,0.194525,0.390909,0.244186,0.129032,5
0.307692,0.078431,0.192771,0.118098,0.106825,0.125436,0.271462,0.167534,0.445455,0.139535,0.193548,5
0.615385,0.352941,0.53012,0.08589,0.118694,0.062718,0.266821,0.186813,0.245455,0.337209,0.306452,4
0.288462,0.480392,0.174699,0.02454,0.091988,0.045296,0.157773,0.128976,0.545455,0.604651,0.354839,5
0.221154,0.313725,0.186747,0.004601,0.115727,0.073171,0.37355,0.113553,0.454545,0.639535,0.241935,6
0.173077,0.161765,0.150602,0.139571,0.068249,0.034843,0.136891,0.132832,0.536364,0.139535,0.403226,5
0.288462,0.098039,0.228916,0.01227,0.086053,0.114983,0.236659,0.090418,0.545455,0.430233,0.516129,7
0.307692,0.078431,0.192771,0.118098,0.106825,0.125436,0.271462,0.167534,0.445455,0.139535,0.193548,5
0.278846,0.04902,0.174699,0.072086,0.124629,0.101045,0.262181,0.140544,0.654545,0.174419,0.274194,6
0.230769,0.166667,0.150602,0.01227,0.062315,0.114983,0.222738,0.078851,0.527273,0.255814,0.5,7
0.192308,0.176471,0.144578,0.131902,0.103858,0.184669,0.331787,0.173318,0.536364,0.186047,0.225806,5
0.355769,0.186275,0.216867,0.09816,0.080119,0.149826,0.359629,0.130904,0.281818,0.127907,0.483871,5
0.192308,0.176471,0.144578,0.131902,0.103858,0.184669,0.331787,0.173318,0.536364,0.186047,0.225806,5
0.182692,0.196078,0.144578,0.259202,0.103858,0.202091,0.366589,0.227299,0.536364,0.255814,0.225806,5
0.355769,0.147059,0.216867,0.09816,0.080119,0.142857,0.352668,0.128976,0.290909,0.116279,0.483871,5
0.355769,0.186275,0.216867,0.09816,0.080119,0.149826,0.359629,0.130904,0.281818,0.127907,0.483871,5
0.326923,0.593137,0.126506,0.136503,0.181009,0.108014,0.37819,0.192597,0.254545,0.383721,0.177419,6
0.230769,0.166667,0.150602,0.01227,0.062315,0.114983,0.222738,0.078851,0.527273,0.255814,0.5,7
0.259615,0.107843,0.180723,0.003067,0.10089,0.108014,0.313225,0.12512,0.636364,0.197674,0.177419,6
0.240385,0.406863,0.13253,0.018405,0.109792,0.101045,0.303944,0.111625,0.609091,0.372093,0.387097,6
0.317308,0.156863,0.246988,0.263804,0.109792,0.12892,0.315545,0.24465,0.545455,0.197674,0.112903,5
0.25,0.088235,0.192771,0.027607,0.115727,0.135889,0.443155,0.128976,0.709091,0.325581,0.274194,6
0.317308,0.166667,0.192771,0.148773,0.094955,0.222997,0.610209,0.188741,0.409091,0.348837,0.177419,6
0.25,0.088235,0.192771,0.027607,0.115727,0.135889,0.443155,0.128976,0.709091,0.325581,0.274194,6
0.317308,0.156863,0.246988,0.263804,0.109792,0.12892,0.315545,0.24465,0.545455,0.197674,0.112903,5
0.288462,0.54902,0.048193,0.139571,0.15727,0.083624,0.308585,0.194525,0.590909,0.27907,0.145161,4
0.432692,0.196078,0.240964,0.110429,0.094955,0.125436,0.429234,0.202236,0.563636,0.337209,0.258065,6
0.423077,0.186275,0.23494,0.110429,0.089021,0.163763,0.461717,0.202236,0.536364,0.337209,0.241935,6
0.326923,0.147059,0.228916,0.210123,0.145401,0.184669,0.429234,0.20802,0.336364,0.255814,0.16129,6
0.326923,0.147059,0.228916,0.210123,0.145401,0.184669,0.429234,0.20802,0.336364,0.255814,0.16129,6
0.326923,0.147059,0.228916,0.210123,0.145401,0.184669,0.429234,0.20802,0.336364,0.255814,0.16129,6
0.326923,0.147059,0.228916,0.210123,0.145401,0.184669,0.429234,0.20802,0.336364,0.255814,0.16129,6
0.288462,0.431373,0.192771,0.193252,0.103858,0.181185,0.491879,0.194525,0.5,0.325581,0.258065,6
