@relation ring-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute Class {0,1}

@data
0.621771,0.572465,0.536852,0.524172,0.538218,0.482504,0.554173,0.51522,0.490491,0.526485,0.623676,0.507049,0.732054,0.769565,0.706538,0.526308,0.459688,0.518183,0.624925,0.428532,1
0.55667,0.577869,0.558553,0.458406,0.849635,0.514282,0.516423,0.340962,0.424306,0.581028,0.407701,0.430706,0.517223,0.505396,0.594672,0.414587,0.413726,0.683042,0.355497,0.387344,0
0.717259,0.404779,0.602085,0.334204,0.453822,0.680254,0.592706,0.372234,0.770636,0.713418,0.417494,0.741788,0.514483,0.498201,0.547982,0.65899,0.317478,0.39339,0.533208,0.473204,0
0.459663,0.508036,0.60202,0.250073,0.406648,0.509241,0.226219,0.411738,0.468134,0.406462,0.337686,0.396377,0.651011,0.498744,0.791967,0.364537,0.797113,0.53458,0.515587,0.329431,0
0.618429,0.544659,0.690648,0.387268,0.15523,0.503981,0.57543,0.551326,0.254243,0.481021,0.689295,0.614056,0.617675,0.504649,0.306987,0.521817,0.589971,0.324104,0.67259,0.633075,0
0.649271,0.582207,0.445878,0.56279,0.606766,0.549492,0.557515,0.498074,0.626406,0.622847,0.567917,0.612082,0.554115,0.568384,0.607381,0.455725,0.53006,0.550083,0.673645,0.445954,1
0.621696,0.52233,0.478332,0.550232,0.545883,0.402002,0.553533,0.599063,0.614614,0.387161,0.704217,0.455872,0.511223,0.610398,0.759481,0.49394,0.637955,0.562141,0.349021,0.429925,0
0.454801,0.603968,0.545324,0.483595,0.566817,0.590401,0.442059,0.521716,0.46868,0.387447,0.560189,0.523685,0.598118,0.524673,0.500612,0.518109,0.590389,0.569095,0.570557,0.518503,1
0.56571,0.591523,0.660736,0.485772,0.460087,0.512601,0.789492,0.498527,0.469429,0.505683,0.491973,0.601297,0.621009,0.541913,0.455892,0.397048,0.522388,0.528008,0.485542,0.430344,1
0.897675,0.456692,0.496579,0.452599,0.520086,0.421652,0.550832,0.51522,0.481153,0.73615,0.386317,0.452136,0.630417,0.321523,0.512505,0.612291,0.511996,0.346434,0.536973,0.703882,0
0.434215,0.469208,0.584751,0.513429,0.254441,0.364892,0.564979,0.507591,0.585032,0.507184,0.516754,0.526364,0.505223,0.485305,0.5874,0.487594,0.493793,0.630726,0.739157,0.565475,0
0.625418,0.532286,0.504725,0.333261,0.6462,0.300022,0.63003,0.558048,0.791493,0.354922,0.774898,0.679614,0.575376,0.525826,0.479475,0.418223,0.749547,0.583068,0.741792,0.640045,0
0.529322,0.50256,0.46973,0.583769,0.518169,0.543137,0.535476,0.614775,0.495399,0.5638,0.53574,0.568307,0.587599,0.521618,0.49334,0.589833,0.57937,0.738739,0.731627,0.564011,1
0.301732,0.462381,0.583773,0.327091,0.819341,0.350573,0.553107,0.789561,0.364733,0.53442,0.514889,0.288735,0.487073,0.49474,0.518078,0.614716,0.468406,0.649547,0.575301,0.544777,0
0.528183,0.592661,0.52623,0.485555,0.374069,0.531741,0.551685,0.728454,0.513939,0.237043,0.688229,0.695122,0.766946,0.574628,0.280413,0.525025,0.40975,0.563417,0.659111,0.644505,0
0.475235,0.573603,0.51059,0.622967,0.511756,0.558697,0.59363,0.40562,0.532275,0.53828,0.517754,0.605245,0.579821,0.572049,0.531535,0.64794,0.518622,0.56112,0.633509,0.519688,1
0.302492,0.699047,0.617726,0.287819,0.376133,0.512017,0.399332,0.386358,0.418445,0.69669,0.605556,0.521007,0.697607,0.415733,0.338793,0.605946,0.496234,0.632449,0.426807,0.479546,0
0.305834,0.407837,0.314891,0.472198,0.536006,0.488494,0.558723,0.054234,0.268012,0.482308,0.566651,0.496757,0.502185,0.436164,0.504282,0.515115,0.23232,0.563034,0.643901,0.475294,0
0.609389,0.551771,0.579211,0.637994,0.593499,0.501863,0.567752,0.514994,0.533229,0.514619,0.537206,0.563866,0.473294,0.509808,0.507408,0.546984,0.504673,0.604759,0.582681,0.524427,1
0.532209,0.408548,0.503095,0.456156,0.448367,0.577398,0.729774,0.5159,0.389748,0.618915,0.410099,0.607853,0.774872,0.447295,0.660799,0.608869,0.558725,0.576815,0.395181,0.377936,0
0.541097,0.540037,0.557315,0.247096,0.358664,0.500475,0.429618,0.705793,0.177425,0.64229,0.766904,0.581066,0.871768,0.501188,0.563409,0.703408,0.422095,0.599464,0.687274,0.396961,0
0.575585,0.714834,0.483284,0.406214,0.553991,0.412594,0.627328,0.688421,0.604526,0.613839,0.561322,0.512336,0.554708,0.557999,0.477097,0.460858,0.438276,0.568138,0.518675,0.469789,1
0.52917,0.723581,0.629912,0.850828,0.213091,0.292425,0.536044,0.258856,0.882421,0.51612,0.605356,0.875723,0.539447,0.277676,0.485728,0.396335,0.305761,0.73791,0.558961,0.579134,0
0.489593,0.524819,0.446204,0.539707,0.509029,0.450727,0.611901,0.50525,0.635744,0.393523,0.582906,0.623573,0.527817,0.53275,0.619546,0.551333,0.520784,0.497576,0.612349,0.527145,1
0.585764,0.569905,0.519518,0.365563,0.548979,0.426912,0.643253,0.506685,0.488447,0.579455,0.487043,0.525941,0.670568,0.664834,0.406144,0.531798,0.471963,0.627727,0.509187,0.461774,0
0.729565,0.485493,0.528576,0.556911,0.569028,0.39813,0.537466,0.506534,0.779156,0.716492,0.562654,0.376921,0.313134,0.511776,0.474378,0.415443,0.546938,0.405449,0.561145,0.782981,0
0.533652,0.528374,0.593027,0.417393,0.540282,0.507999,0.59754,0.531082,0.528321,0.517764,0.526214,0.706471,0.492925,0.4401,0.620701,0.570155,0.482215,0.730764,0.605271,0.528817,1
0.511319,0.49552,0.544542,0.563516,0.511167,0.503908,0.605645,0.512199,0.575966,0.513046,0.3634,0.638446,0.543077,0.518224,0.500068,0.601668,0.510113,0.586959,0.721084,0.547773,1
0.527651,0.633125,0.568068,0.524971,0.590108,0.517496,0.560785,0.646575,0.469498,0.491172,0.532609,0.61462,0.546189,0.507161,0.641226,0.478611,0.618706,0.519331,0.437425,0.530072,1
0.327788,0.469706,0.552167,0.381098,0.544925,0.436482,0.548486,0.364151,0.241838,0.298735,0.650256,0.423869,0.409956,0.648476,0.487699,0.417796,0.53013,0.315172,0.526732,0.368597,0
0.459435,0.516854,0.45422,0.348505,0.548979,0.298415,0.316295,0.646197,0.432213,0.46029,0.300979,0.464543,0.625083,0.546596,0.427416,0.120847,0.424536,0.638254,0.537801,0.473064,0
0.655728,0.529014,0.557836,0.42908,0.594973,0.547958,0.596474,0.562278,0.500988,0.518836,0.504563,0.505357,0.54367,0.507093,0.389085,0.572793,0.627982,0.512696,0.557831,0.444491,1
0.742176,0.464585,0.462757,0.64939,0.812781,0.482943,0.732475,0.730342,0.317088,0.609121,0.651123,0.93409,0.489666,0.260164,0.393843,0.515186,0.37167,0.539301,0.643223,0.300718,0
0.500456,0.461314,0.606191,0.33268,0.811381,0.540799,0.473838,0.479266,0.231,0.660948,0.630737,0.343437,0.813023,0.462567,0.404988,0.493227,0.432487,0.447046,0.421762,0.23932,0
0.612504,0.434931,0.537439,0.529834,0.639051,0.526189,0.576994,0.716444,0.500443,0.599257,0.557191,0.585577,0.59434,0.516595,0.552467,0.505205,0.499791,0.505359,0.611145,0.548401,1
0.525144,0.742213,0.498599,0.474884,0.600206,0.519176,0.718541,0.514843,0.572626,0.53392,0.601625,0.567249,0.469813,0.567366,0.620022,0.55447,0.581322,0.585237,0.643223,0.487421,1
0.561759,0.520267,0.482177,0.331736,0.438933,0.578567,0.562775,0.632072,0.303183,0.445564,0.667311,0.402439,0.309949,0.609312,0.597662,0.524312,0.620449,0.693314,0.663554,0.214301,0
0.499924,0.564073,0.633952,0.446283,0.461193,0.6823,0.555879,0.616738,0.297798,0.777825,0.357538,0.404695,0.690422,0.293898,0.894318,0.748752,0.832892,0.357024,0.448042,0.531675,0
0.521118,0.514507,0.585142,0.493467,0.657551,0.633282,0.562918,0.423824,0.454502,0.495961,0.526014,0.625828,0.552485,0.627367,0.667392,0.419721,0.568489,0.593148,0.601506,0.405324,1
0.524765,0.638743,0.489541,0.857288,0.530552,0.414128,0.654628,0.434172,0.482108,0.424905,0.40064,0.462921,0.182162,0.510283,0.506932,0.432768,0.558725,0.368827,0.514383,0.519688,0
0.623747,0.501351,0.585011,0.478513,0.701408,0.571408,0.554671,0.566886,0.539772,0.611838,0.569382,0.542154,0.637603,0.55542,0.451543,0.454513,0.51639,0.555697,0.614232,0.647292,1
0.489365,0.583274,0.455653,0.553354,0.533722,0.554606,0.612114,0.665307,0.582033,0.495032,0.517887,0.550402,0.693903,0.538587,0.592973,0.564167,0.577626,0.605461,0.669955,0.550561,1
0.775752,0.588394,0.609775,0.342044,0.682023,0.664037,0.585668,0.581313,0.490287,0.523912,0.633602,0.219301,0.700052,0.3146,0.718296,0.474547,0.352629,0.597295,0.502937,0.614607,0
0.274613,0.423339,0.600261,0.505662,0.530331,0.395719,0.622707,0.379032,0.25956,0.592251,0.387516,0.511984,0.565597,0.480486,0.12274,0.556823,0.792928,0.606163,0.655572,0.545195,0
0.618505,0.659437,0.42346,0.56838,0.39655,0.496676,0.610266,0.500264,0.639902,0.475445,0.50463,0.538277,0.534262,0.608023,0.402746,0.501355,0.517855,0.615861,0.579066,0.525402,1
0.541097,0.533068,0.608407,0.556402,0.620697,0.653152,0.664368,0.538787,0.548224,0.502967,0.531344,0.615677,0.518853,0.446006,0.541933,0.497291,0.501325,0.63634,0.704669,0.471601,1
0.515497,0.612431,0.472141,0.323897,0.548537,0.585653,0.371747,0.289674,0.325949,0.709629,0.553527,0.512759,0.401141,0.590443,0.753024,0.61386,0.77584,0.633087,0.756852,0.376542,0
0.579307,0.512018,0.329228,0.658754,0.441439,0.572284,0.525949,0.403882,0.446118,0.281578,0.602891,0.288524,0.504852,0.621801,0.527117,0.444674,0.644511,0.647314,0.602636,0.608823,0
0.480629,0.836936,0.306093,0.662965,0.527751,0.560158,0.471563,0.503361,0.476586,0.561155,0.575911,0.644438,0.571302,0.493179,0.579924,0.52474,0.503696,0.296925,0.388404,0.461774,0
0.408387,0.497084,0.439166,0.525407,0.52156,0.507488,0.575501,0.658887,0.54393,0.632997,0.474119,0.639222,0.501074,0.662798,0.652236,0.517111,0.518761,0.562014,0.500527,0.555648,1
0.442191,0.614066,0.455849,0.571356,0.508071,0.53269,0.494526,0.569378,0.687479,0.682965,0.49104,0.500423,0.575524,0.539809,0.448145,0.497148,0.555796,0.603356,0.836973,0.545334,1
0.623823,0.520836,0.561551,0.347706,0.560699,0.505296,0.579198,0.613944,0.583259,0.579956,0.519286,0.640914,0.508853,0.677255,0.538127,0.555041,0.442949,0.496363,0.622892,0.469928,1
0.459283,0.611791,0.517758,0.636905,0.540945,0.534005,0.71129,0.648916,0.69743,0.340482,0.588768,0.514451,0.507001,0.489649,0.500884,0.585342,0.442809,0.569861,0.665813,0.4424,0
0.35863,0.568554,0.753144,0.371733,0.419179,0.402805,0.427485,0.385074,0.640243,0.573808,0.624609,0.730438,0.504482,0.399036,0.408319,0.661201,0.627772,0.395687,0.492319,0.390759,0
0.526664,0.50896,0.61942,0.484756,0.539544,0.521733,0.621499,0.524662,0.517756,0.514476,0.52748,0.489074,0.641751,0.556574,0.551176,0.500856,0.411843,0.620327,0.580346,0.535577,1
0.649195,0.448585,0.330401,0.522503,0.645316,0.532544,0.609626,0.522547,0.515643,0.626778,0.511425,0.573946,0.529743,0.517274,0.600517,0.585769,0.495536,0.476203,0.608133,0.461774,1
0.508964,0.405348,0.628804,0.595674,0.680032,0.454233,0.669202,0.5406,0.503919,0.532061,0.59603,0.608417,0.429736,0.708206,0.669906,0.632896,0.586623,0.538152,0.708961,0.474458,1
0.525904,0.506045,0.539068,0.484466,0.425223,0.522609,0.464809,0.569076,0.496013,0.573165,0.512824,0.621458,0.505074,0.590104,0.510874,0.508983,0.496234,0.597997,0.508509,0.46045,1
0.644485,0.496658,0.508895,0.597053,0.617823,0.463949,0.614176,0.514389,0.383818,0.49832,0.634202,0.493867,0.641159,0.511708,0.591138,0.574219,0.550704,0.566799,0.630422,0.468743,1
0.523245,0.504836,0.547344,0.635235,0.354684,0.522171,0.611617,0.409396,0.536841,0.396025,0.549197,0.575638,0.562634,0.540691,0.39561,0.315628,0.719487,0.700906,0.659262,0.507771,0
0.706852,0.587968,0.533464,0.426031,0.513599,0.513332,0.704536,0.560918,0.659192,0.447566,0.625808,0.518116,0.559967,0.453675,0.572516,0.444318,0.494839,0.580388,0.632455,0.475364,1
0.346095,0.331247,0.704268,0.235192,0.250461,0.776025,0.297739,0.185437,0.427783,0.516334,0.447938,0.391372,0.62375,0.634698,0.47533,0.442393,0.447761,0.559334,0.47613,0.337097,0
0.329307,0.080714,0.4406,0.525987,0.420579,0.723939,0.557088,0.587431,0.414287,0.429552,0.277263,0.473777,0.641307,0.476481,0.485456,0.469129,0.570442,0.553337,0.453012,0.533347,0
0.567001,0.507609,0.517498,0.608014,0.587823,0.617284,0.563629,0.575119,0.335287,0.513189,0.526347,0.461511,0.606934,0.505396,0.569797,0.459005,0.548473,0.531071,0.689157,0.534393,1
0.459815,0.412388,0.507136,0.260235,0.657183,0.551538,0.524954,0.509404,0.396156,0.540496,0.277663,0.595799,0.509741,0.472884,0.821463,0.516826,0.699261,0.814406,0.528464,0.399261,0
0.525904,0.626867,0.446921,0.551757,0.593278,0.517277,0.540737,0.492786,0.483266,0.649439,0.491306,0.457423,0.496629,0.62153,0.559059,0.53358,0.594853,0.516907,0.567696,0.573489,1
0.37914,0.437918,0.472858,0.489474,0.557382,0.506392,0.519195,0.4665,0.379456,0.537136,0.534008,0.522487,0.572116,0.682074,0.451611,0.430629,0.448807,0.698163,0.506024,0.483379,1
0.575129,0.523183,0.522059,0.518365,0.616938,0.564468,0.478743,0.448901,0.49424,0.405819,0.462261,0.450444,0.437292,0.631983,0.578089,0.409454,0.598759,0.56884,0.616717,0.534741,1
0.478198,0.573603,0.506158,0.451655,0.567996,0.417123,0.587587,0.498829,0.513053,0.522125,0.549197,0.334203,0.661382,0.727211,0.596643,0.50827,0.463175,0.580707,0.694202,0.534323,1
0.557277,0.503129,0.530792,0.443162,0.530331,0.693257,0.571733,0.634565,0.557767,0.616556,0.452268,0.530312,0.568709,0.592955,0.579448,0.577998,0.544288,0.476904,0.693524,0.630427,1
0.62876,0.512658,0.480026,0.522503,0.425518,0.506027,0.642898,0.260292,0.491582,0.691043,0.580374,0.531439,0.680791,0.517478,0.568846,0.5539,0.490027,0.569414,0.614985,0.444212,1
0.674111,0.43998,0.440209,0.403673,0.516695,0.328147,0.550974,0.517109,0.701724,0.628136,0.580374,0.515508,0.319431,0.41872,0.506932,0.536076,0.570861,0.496172,0.30512,0.480033,0
0.61539,0.492746,0.366895,0.622895,0.555023,0.487983,0.370112,0.453509,0.584009,0.423404,0.469722,0.633441,0.394103,0.548429,0.657265,0.779624,0.301297,0.698035,0.579066,0.567357,0
0.474628,0.244489,0.409449,0.200711,0.382693,0.516473,0.540168,0.357731,0.4605,0.24555,0.56412,0.54018,0.381806,0.396321,0.593177,0.507985,0.564793,0.482327,0.877636,0.421981,0
0.516712,0.609871,0.397458,0.53252,0.442618,0.506173,0.578132,0.529798,0.572558,0.550075,0.560322,0.586917,0.526039,0.547818,0.520253,0.420077,0.48361,0.560801,0.53366,0.49432,1
0.47797,0.672522,0.485435,0.4089,0.451979,0.416174,0.626546,0.394365,0.491173,0.526414,0.470788,0.572254,0.379954,0.545239,0.408183,0.32069,0.478937,0.577517,0.339985,0.586591,0
0.756381,0.531148,0.387879,0.377613,0.478072,0.446928,0.430613,0.471184,0.282189,0.602473,0.612751,0.689906,0.599822,0.67807,0.492048,0.517254,0.412889,0.650504,0.73878,0.601227,0
0.60863,0.870787,0.310068,0.389228,0.594899,0.502009,0.592919,0.549966,0.492673,0.668954,0.464593,0.647892,0.739907,0.590783,0.406688,0.361828,0.187962,0.617902,0.655572,0.536483,0
0.734275,0.278979,0.488172,0.706954,0.739146,0.258237,0.724371,0.616587,0.48906,0.489885,0.43688,0.348372,0.438477,0.509333,0.465067,0.232782,0.775631,0.60763,0.519955,0.533626,0
0.522865,0.508818,0.427827,0.479747,0.526867,0.538754,0.548983,0.261274,0.495672,0.558939,0.516888,0.52002,0.581376,0.524401,0.491641,0.50549,0.481169,0.85007,0.530949,0.641648,0
0.530766,0.277841,0.625741,0.358449,0.232255,0.49054,0.761055,0.792205,0.575489,0.347273,0.534208,0.679614,0.483295,0.359533,0.785442,0.517753,0.561515,0.691655,0.686822,0.3387,0
0.608554,0.532286,0.540371,0.473287,0.541903,0.524582,0.690744,0.444067,0.512576,0.543355,0.538072,0.520443,0.542262,0.49026,0.495514,0.504206,0.586204,0.517226,0.61762,0.463935,1
0.565026,0.575665,0.646334,0.488894,0.511462,0.594857,0.445187,0.480776,0.559062,0.551219,0.616614,0.581418,0.550782,0.512319,0.511961,0.42521,0.680778,0.652354,0.717093,0.466583,1
0.575281,0.519485,0.542392,0.585221,0.516842,0.602162,0.491469,0.517788,0.461591,0.649653,0.509959,0.463415,0.483295,0.357633,0.486883,0.538429,0.558934,0.49043,0.65256,0.475643,1
0.433607,0.491253,0.298338,0.436484,0.52613,0.515085,0.615882,0.624367,0.335355,0.325756,0.440211,0.54018,0.574265,0.704405,0.578293,0.5231,0.410169,0.647952,0.777636,0.532023,0
0.495518,0.490471,0.515217,0.481417,0.591509,0.589378,0.661169,0.500718,0.550474,0.536636,0.571914,0.586705,0.502259,0.512387,0.617643,0.508698,0.533896,0.530943,0.583283,0.547425,1
0.477211,0.440833,0.457543,0.539416,0.616127,0.450142,0.527655,0.589471,0.409515,0.482879,0.538272,0.714155,0.574265,0.436978,0.53303,0.594111,0.405077,0.662179,0.613931,0.473552,1
0.469766,0.48976,0.710329,0.492088,0.51441,0.421068,0.577847,0.643024,0.686456,0.770605,0.483645,0.544833,0.493222,0.533496,0.465543,0.533153,0.585507,0.395879,0.314081,0.441773,0
0.437633,0.538899,0.610101,0.547546,0.509766,0.486595,0.58645,0.52723,0.449049,0.480949,0.645593,0.483082,0.572783,0.55413,0.428571,0.569656,0.490863,0.516078,0.521913,0.472019,1
0.359845,0.50576,0.541935,0.485555,0.484706,0.351377,0.591639,0.482212,0.533706,0.591036,0.501099,0.642746,0.691236,0.50974,0.367881,0.423143,0.51102,0.756284,0.453991,0.508746,0
0.576572,0.720666,0.3942,0.460801,0.410186,0.631018,0.41419,0.513709,0.30257,0.292587,0.674439,0.516072,0.206904,0.728636,0.580196,0.316484,0.331985,0.565331,0.846762,0.30936,0
0.655196,0.600626,0.549039,0.644672,0.747549,0.491416,0.55396,0.580406,0.506509,0.521481,0.543535,0.599182,0.48611,0.548429,0.511825,0.510481,0.605663,0.620135,0.652485,0.630079,1
0.61258,0.33971,0.442946,0.391841,0.773937,0.556651,0.482511,0.52232,0.634381,0.613196,0.506429,0.428803,0.680124,0.290912,0.557292,0.493227,0.609987,0.710986,0.494051,0.535996,0
0.700699,0.53257,0.505898,0.519817,0.529594,0.508218,0.729418,0.547927,0.494581,0.514476,0.505629,0.672071,0.551448,0.514288,0.525826,0.585983,0.470219,0.591744,0.567395,0.432365,1
0.47478,0.600626,0.630759,0.537529,0.696322,0.448316,0.647803,0.589622,0.534728,0.499535,0.528546,0.532144,0.572116,0.515509,0.426057,0.449166,0.517087,0.557292,0.641717,0.509234,1
0.553175,0.76817,0.511698,0.659988,0.495835,0.639345,0.601806,0.520659,0.618704,0.581814,0.616481,0.518328,0.689977,0.554537,0.486611,0.630615,0.514298,0.523542,0.559262,0.503938,1
0.570799,0.633551,0.562268,0.517131,0.545957,0.585361,0.509171,0.52013,0.534115,0.479734,0.606222,0.596151,0.494703,0.416548,0.576594,0.553615,0.672618,0.568011,0.531476,0.606523,1
0.582802,0.675011,0.497882,0.559379,0.53269,0.717437,0.576568,0.552005,0.617954,0.502466,0.518353,0.600028,0.566264,0.545442,0.576866,0.526094,0.479774,0.580197,0.489985,0.580877,1
0.582878,0.520339,0.503552,0.49216,0.458318,0.636496,0.583677,0.471939,0.529616,0.616913,0.575711,0.607359,0.533299,0.521686,0.5297,0.585342,0.361347,0.551806,0.566867,0.520245,1
0.527423,0.497653,0.510981,0.760598,0.455443,0.608445,0.590715,0.570134,0.491446,0.507256,0.644461,0.578599,0.451737,0.583384,0.509039,0.507629,0.399637,0.558951,0.642922,0.437661,0
0.526512,0.543806,0.838775,0.553499,0.569249,0.296004,0.720034,0.599592,0.531729,0.446851,0.491573,0.477372,0.537003,0.708138,0.425377,0.39327,0.257916,0.48137,0.551431,0.341905,0
0.613339,0.449296,0.533203,0.333624,0.518685,0.576594,0.596403,0.541128,0.446323,0.511759,0.426021,0.510926,0.527002,0.504242,0.55036,0.530943,0.537453,0.612224,0.460768,0.482612,1
0.619341,0.63412,0.382861,0.460801,0.601091,0.619695,0.709299,0.551854,0.543317,0.677246,0.631537,0.680671,0.609156,0.389873,0.460786,0.567517,0.644023,0.591808,0.58622,0.592306,1
0.628304,0.58363,0.606126,0.632912,0.612737,0.616553,0.557941,0.5406,0.49056,0.59268,0.559989,0.594036,0.691162,0.543542,0.518078,0.43619,0.612638,0.647569,0.746009,0.646805,1
0.408007,0.736382,0.494754,0.545078,0.628953,0.583315,0.553036,0.527457,0.5395,0.54693,0.450403,0.694629,0.587377,0.557795,0.530447,0.575859,0.597782,0.577645,0.567395,0.468883,1
