@relation winequality-red-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute FixedAcidity numeric
@attribute VolatileAcidity numeric
@attribute CitricAcid numeric
@attribute ResidualSugar numeric
@attribute Chlorides numeric
@attribute FreeSulfurDioxide numeric
@attribute TotalSulfurDioxide numeric
@attribute Density numeric
@attribute PH numeric
@attribute Sulphates numeric
@attribute Alcohol numeric
@attribute Quality {0,1,2,3,4,5,6,7,8,9,10}

@data
0.327434,0.34589,0.2,0.041096,0.113523,0.366197,0.399293,0.523495,0.330709,0.473054,0.107692,4
0.141593,0.226027,0.2,0.047945,0.095159,0.028169,0.031802,0.420705,0.527559,0.137725,0.123077,5
0.283186,0.212329,0.7,0.068493,0.754591,0.295775,0.215548,0.538179,0.307087,0.568862,0.153846,5
0.247788,0.260274,0.47,0.075342,0.123539,0.28169,0.236749,0.508811,0.488189,0.143713,0.107692,5
0.238938,0.376712,0.26,0.061644,0.649416,0.211268,0.159011,0.501468,0.330709,0.48503,0.153846,5
0.150442,0.123288,0.48,0.061644,0.095159,0.239437,0.194346,0.428047,0.551181,0.269461,0.292308,6
0.20354,0.294521,0.15,0.089041,0.106845,0.253521,0.120141,0.442731,0.527559,0.155689,0.261538,5
0.353982,0.253425,0.28,0.068493,0.163606,0.267606,0.459364,0.523495,0.149606,0.97006,0.230769,6
0.274336,0.253425,0.26,0.068493,0.083472,0.112676,0.088339,0.479442,0.511811,0.185629,0.184615,5
0.415929,0.184932,0.44,0.082192,0.158598,0.464789,0.420495,0.567548,0.314961,0.532934,0.169231,5
0.212389,0.342466,0.08,0.061644,0.106845,0.098592,0.063604,0.567548,0.582677,0.11976,0.092308,5
0.292035,0.273973,0.26,0.068493,0.111853,0.577465,0.473498,0.464758,0.385827,0.125749,0.169231,5
0.353982,0.253425,0.28,0.068493,0.163606,0.267606,0.459364,0.523495,0.149606,0.97006,0.230769,6
0.353982,0.253425,0.29,0.075342,0.163606,0.253521,0.448763,0.523495,0.149606,0.988024,0.215385,5
0.274336,0.253425,0.26,0.068493,0.083472,0.112676,0.088339,0.479442,0.511811,0.185629,0.184615,5
0.035398,0.616438,0.04,0.034247,0.055092,0.56338,0.279152,0.273862,0.795276,0.08982,0.323077,4
0.00885,0.328767,0.17,0.09589,0.076795,0.225352,0.353357,0.229809,0.874016,0.161677,0.692308,6
0.19469,0.44863,0,0.143836,0.15025,0.098592,0.060071,0.4721,0.559055,0.137725,0.353846,5
0.212389,0.260274,0.25,0.075342,0.096828,0.028169,0.056537,0.457416,0.401575,0.179641,0.123077,5
0.265487,0.534247,0.06,0.109589,0.111853,0.056338,0.014134,0.486784,0.511811,0.137725,0.215385,5
0.309735,0.291096,0.18,0.068493,0.113523,0.169014,0.102473,0.523495,0.440945,0.155689,0.092308,6
0.327434,0.335616,0.3,0.082192,0.1202,0.140845,0.155477,0.523495,0.519685,0.167665,0.276923,6
0.283186,0.260274,0.3,0.068493,0.105175,0.098592,0.056537,0.428047,0.448819,0.137725,0.307692,6
0.309735,0.291096,0.18,0.068493,0.113523,0.169014,0.102473,0.523495,0.440945,0.155689,0.092308,6
0.309735,0.311644,0.22,0.082192,0.108514,0.15493,0.208481,0.486784,0.433071,0.107784,0.123077,5
0.230088,0.253425,0.24,0.089041,0.096828,0.056338,0.106007,0.435389,0.464567,0.08982,0.153846,5
0.309735,0.311644,0.22,0.082192,0.108514,0.15493,0.208481,0.486784,0.433071,0.107784,0.123077,5
0.283186,0.19863,0.68,0.054795,0.759599,0.239437,0.222615,0.530837,0.267717,0.586826,0.138462,5
0.141593,0.349315,0.31,0.054795,0.126878,0.197183,0.204947,0.501468,0.566929,0.275449,0.138462,5
0.300885,0.143836,0.53,0.109589,0.131886,0.239437,0.261484,0.552863,0.496063,0.281437,0.184615,6
0.309735,0.455479,0.52,0.075342,0.183639,0.507042,0.519435,0.501468,0.370079,0.215569,0.138462,5
0.283186,0.30137,0.19,0.061644,0.153589,0.15493,0.144876,0.464758,0.354331,0.359281,0.169231,5
0.336283,0.342466,0.09,0.089041,0.1202,0.140845,0.360424,0.464758,0.322835,0.197605,0.215385,5
0.336283,0.328767,0.1,0.089041,0.12187,0.183099,0.371025,0.464758,0.322835,0.197605,0.215385,5
0.486726,0.130137,0.44,0.09589,0.113523,0.295775,0.141343,0.640969,0.456693,0.203593,0.2,6
0.283186,0.30137,0.19,0.061644,0.153589,0.15493,0.144876,0.464758,0.354331,0.359281,0.169231,5
0.424779,0.191781,0.31,0.089041,0.130217,0.169014,0.19788,0.479442,0.259843,0.179641,0.323077,6
0.327434,0.287671,0.28,0.068493,0.108514,0.140845,0.120141,0.567548,0.511811,0.167665,0.246154,6
0.283186,0.30137,0.12,0.075342,0.116861,0.084507,0.077739,0.508811,0.496063,0.101796,0.153846,6
0.371681,0.294521,0.04,0.089041,0.178631,0.183099,0.176678,0.450073,0.370079,0.161677,0.384615,6
0.212389,0.390411,0.08,0.061644,0.141903,0.295775,0.293286,0.428047,0.472441,0.125749,0.123077,6
0.238938,0.650685,0.09,0.054795,0.277129,0.126761,0.293286,0.450073,0.440945,0.143713,0.092308,5
0.371681,0.294521,0.04,0.089041,0.178631,0.183099,0.176678,0.450073,0.370079,0.161677,0.384615,6
0.238938,0.393836,0,0.109589,0.105175,0.028169,0.024735,0.582232,0.590551,0.113772,0.123077,5
0.300885,0.40411,0,0.116438,0.113523,0.140845,0.09894,0.552863,0.551181,0.11976,0.169231,5
0.283186,0.260274,0.17,0.047945,0.116861,0.28169,0.339223,0.435389,0.511811,0.08982,0.169231,5
0.389381,0.342466,0.04,0.068493,0.223706,0.366197,0.29682,0.611601,0.330709,0.221557,0.153846,5
0.318584,0.828767,0,0.054795,0.115192,0.028169,0.021201,0.464758,0.622047,0.095808,0.384615,5
0.309735,0.828767,0,0.061644,0.116861,0.028169,0.021201,0.464758,0.629921,0.08982,0.384615,5
0.300885,0.321918,0.16,0.061644,0.088481,0.028169,0.035336,0.450073,0.535433,0.353293,0.323077,7
0.132743,0.178082,0.15,0.061644,0.100167,0.070423,0.045936,0.398678,0.535433,0.143713,0.153846,5
0.300885,0.428082,0.56,0.075342,0.176962,0.408451,0.452297,0.494126,0.393701,0.197605,0.153846,5
0.088496,0.260274,0.09,0.09589,0.06177,0.225352,0.328622,0.26652,0.700787,0.179641,0.707692,5
0.088496,0.260274,0.09,0.09589,0.06177,0.225352,0.328622,0.26652,0.700787,0.179641,0.707692,5
0.176991,0.260274,0.01,0.041096,0.080134,0.225352,0.070671,0.376652,0.519685,0.149701,0.215385,6
0.292035,0.630137,0.05,0.089041,0.1202,0.169014,0.081272,0.428047,0.377953,0.131737,0.230769,6
0.336283,0.428082,0.11,0.068493,0.130217,0.211268,0.201413,0.4721,0.354331,0.293413,0.184615,5
0.327434,0.407534,0.15,0.061644,0.128548,0.126761,0.162544,0.494126,0.385827,0.263473,0.169231,5
0.230088,0.202055,0.36,0.075342,0.115192,0.169014,0.137809,0.523495,0.582677,0.185629,0.123077,5
0.283186,0.30137,0.19,0.082192,0.115192,0.197183,0.349823,0.450073,0.464567,0.125749,0.169231,5
0.283186,0.30137,0.19,0.075342,0.115192,0.225352,0.360424,0.450073,0.456693,0.125749,0.169231,5
0.336283,0.428082,0.11,0.068493,0.130217,0.211268,0.201413,0.4721,0.354331,0.293413,0.184615,5
0.327434,0.407534,0.15,0.061644,0.128548,0.126761,0.162544,0.494126,0.385827,0.263473,0.169231,5
0.053097,0.150685,0,0.061644,0.063439,0.366197,0.201413,0.112335,0.740157,0.275449,0.861538,6
0.150442,0.184932,0.08,0.054795,0.09015,0.028169,0.04947,0.391336,0.472441,0.149701,0.153846,5
0.053097,0.150685,0,0.061644,0.063439,0.366197,0.201413,0.112335,0.740157,0.275449,0.861538,6
0.309735,0.376712,0.55,0.061644,0.175292,0.43662,0.477032,0.494126,0.338583,0.173653,0.153846,5
0.106195,0.383562,0.02,0.061644,0.125209,0.28169,0.310954,0.317915,0.629921,0.113772,0.246154,5
0.265487,0.253425,0.26,0.047945,0.373957,0.126761,0.289753,0.494126,0.291339,0.281437,0.138462,5
0.20354,0.253425,0.1,0.09589,0.103506,0.15493,0.084806,0.428047,0.535433,0.149701,0.276923,6
0.318584,0.191781,0.44,0.130137,0.128548,0.140845,0.130742,0.545521,0.622047,0.167665,0.323077,6
0.238938,0.143836,0.47,0.082192,0.108514,0.056338,0.017668,0.420705,0.464567,0.11976,0.292308,6
0.40708,0.273973,1,0.171233,0.998331,0.43662,0.222615,0.699706,0,1,0.153846,4
0.256637,0.328767,0.03,0.061644,0.138564,0.338028,0.328622,0.361968,0.480315,0.125749,0.261538,5
0.256637,0.328767,0.03,0.061644,0.138564,0.338028,0.328622,0.361968,0.480315,0.125749,0.261538,5
0.221239,0.212329,0.42,0.315068,0.096828,0.394366,0.434629,0.530837,0.535433,0.233533,0.323077,5
0.221239,0.212329,0.42,0.315068,0.098497,0.380282,0.431095,0.530837,0.535433,0.227545,0.323077,5
0.221239,0.212329,0.42,0.315068,0.096828,0.394366,0.434629,0.530837,0.535433,0.233533,0.323077,5
0.221239,0.212329,0.42,0.315068,0.098497,0.380282,0.431095,0.530837,0.535433,0.227545,0.323077,5
0.221239,0.383562,0,0.089041,0.101836,0.15493,0.056537,0.501468,0.582677,0.101796,0.138462,5
0.19469,0.328767,0.18,0.068493,0.111853,0.239437,0.282686,0.494126,0.669291,0.143713,0.138462,6
0.265487,0.568493,0.03,0.075342,0.130217,0.084507,0.04947,0.428047,0.362205,0.137725,0.184615,5
0.265487,0.383562,0.02,0.027397,0.100167,0.112676,0.04947,0.4721,0.338583,0.449102,0.123077,4
0.283186,0.280822,0.04,0.054795,0.106845,0.225352,0.088339,0.464758,0.464567,0.137725,0.246154,6
0.247788,0.328767,0.26,0.438356,0.096828,0.492958,0.40636,0.596916,0.496063,0.095808,0.153846,5
0.238938,0.321918,0.26,0.431507,0.096828,0.478873,0.40636,0.589574,0.496063,0.095808,0.153846,5
0.283186,0.349315,0.48,0.054795,0.146912,0.183099,0.318021,0.442731,0.354331,0.173653,0.169231,5
0.19469,0.356164,0.1,0.082192,0.12187,0.239437,0.335689,0.406021,0.472441,0.113772,0.276923,5
0.238938,0.294521,0.03,0.047945,0.100167,0.225352,0.127208,0.406021,0.496063,0.08982,0.092308,4
0.19469,0.349315,0.07,0.082192,0.128548,0.140845,0.134276,0.383994,0.574803,0.131737,0.307692,6
0.256637,0.400685,0.24,0.061644,0.580968,0.197183,0.201413,0.464758,0.204724,0.754491,0.169231,5
0.292035,0.523973,0.03,0.061644,0.076795,0.042254,0.007067,0.523495,0.488189,0,0.107692,4
0.300885,0.205479,0.17,0.075342,0.101836,0.070423,0.042403,0.523495,0.433071,0.167665,0.123077,6
0.300885,0.205479,0.17,0.075342,0.101836,0.070423,0.042403,0.523495,0.433071,0.167665,0.123077,6
0.247788,0.342466,0.05,0.068493,0.093489,0.323944,0.127208,0.442731,0.535433,0.143713,0.476923,6
0.238938,0.178082,0.21,0.075342,0.113523,0.084507,0.102473,0.442731,0.464567,0.083832,0.169231,5
0.20354,0.260274,0.04,0.041096,0.12187,0.253521,0.151943,0.420705,0.480315,0.269461,0.169231,5
0.238938,0.178082,0.21,0.075342,0.113523,0.084507,0.102473,0.442731,0.464567,0.083832,0.169231,5
0.256637,0.273973,0.42,0.09589,0.125209,0.098592,0.113074,0.523495,0.661417,0.167665,0.323077,6
0.212389,0.469178,0,0.109589,0.093489,0.084507,0.04947,0.501468,0.582677,0.137725,0.184615,5
0.371681,0.335616,0.14,0.10274,0.09182,0.126761,0.127208,0.501468,0.354331,0.155689,0.169231,5
0.371681,0.335616,0.14,0.10274,0.09182,0.126761,0.127208,0.501468,0.354331,0.155689,0.169231,5
0.380531,0.335616,0.49,0.075342,0.430718,0.309859,0.367491,0.523495,0.299213,0.413174,0.138462,5
0.230088,0.417808,0.02,0.109589,0.106845,0.211268,0.127208,0.523495,0.551181,0.113772,0.138462,5
0.19469,0.335616,0.2,0.061644,0.108514,0.140845,0.208481,0.516153,0.629921,0.149701,0.138462,5
0.185841,0.342466,0.21,0.068493,0.111853,0.098592,0.19788,0.508811,0.614173,0.149701,0.138462,6
0.380531,0.130137,0.57,0.075342,0.165275,0.352113,0.279152,0.516153,0.409449,0.11976,0.2,5
0.247788,0.184932,0.48,0.075342,0.116861,0.183099,0.215548,0.523495,0.472441,0.131737,0.123077,5
0.274336,0.400685,0.1,0.116438,0.1202,0.112676,0.070671,0.552863,0.511811,0.095808,0.2,5
0.292035,0.260274,0.33,0.075342,0.1202,0.197183,0.484099,0.494126,0.362205,0.131737,0.169231,5
0.292035,0.253425,0.32,0.068493,0.116861,0.225352,0.487633,0.494126,0.362205,0.131737,0.169231,5
0.318584,0.260274,0.35,0.136986,0.108514,0.28169,0.427562,0.552863,0.385827,0.173653,0.153846,5
0.159292,0.171233,0.25,0.068493,0.103506,0.28169,0.151943,0.538179,0.653543,0.173653,0.215385,6
0.19469,0.349315,0.12,0.19863,0.145242,0.211268,0.424028,0.501468,0.425197,0.167665,0.169231,5
0.265487,0.294521,0.21,0.089041,0.098497,0.084507,0.077739,0.464758,0.425197,0.131737,0.2,5
0.265487,0.294521,0.21,0.089041,0.098497,0.084507,0.077739,0.464758,0.425197,0.131737,0.2,5
0.283186,0.321918,0.33,0.075342,0.103506,0.323944,0.402827,0.494126,0.401575,0.125749,0.153846,5
0.238938,0.315068,0.3,0.10274,0.103506,0.197183,0.173145,0.494126,0.566929,0.155689,0.276923,5
0.610619,0.123288,0.6,0.075342,0.09182,0.15493,0.074205,0.589574,0.291339,0.383234,0.261538,6
0.070796,0.489726,0.08,0.020548,0.056761,0.169014,0.30742,0.171072,0.653543,0.311377,0.707692,7
0.20354,0.664384,0.06,0.082192,0.081803,0.15493,0.088339,0.347283,0.606299,0.05988,0.461538,4
0.442478,0.136986,0.47,0.034247,0.073456,0.112676,0.063604,0.50514,0.377953,0.293413,0.292308,7
0.371681,0.171233,0.48,0.082192,0.141903,0.535211,0.491166,0.545521,0.23622,0.419162,0.138462,5
0.19469,0.260274,0.11,0.041096,0.105175,0.211268,0.151943,0.395007,0.488189,0.275449,0.169231,5
0.212389,0.205479,0.35,0.047945,0.126878,0.211268,0.116608,0.442731,0.472441,0.131737,0.123077,5
0.212389,0.212329,0.36,0.047945,0.128548,0.183099,0.109541,0.446402,0.472441,0.137725,0.123077,6
0.725664,0.123288,0.74,0.116438,0.138564,0.112676,0.077739,0.685022,0.362205,0.263473,0.369231,7
0.725664,0.123288,0.74,0.116438,0.138564,0.112676,0.077739,0.685022,0.362205,0.263473,0.369231,7
0.283186,0.308219,0.31,0.061644,0.095159,0.352113,0.402827,0.453744,0.433071,0.11976,0.138462,5
0.283186,0.219178,0.28,0.123288,0.146912,0.239437,0.314488,0.479442,0.377953,0.203593,0.153846,5
0.566372,0.123288,0.58,0.082192,0.070117,0.084507,0.045936,0.582232,0.448819,0.329341,0.323077,7
0.451327,0.280822,0.6,0.075342,0.045075,0.056338,0.045936,0.424376,0.440945,0.317365,0.615385,6
0.300885,0.414384,0.24,0.130137,0.118531,0.126761,0.19788,0.497797,0.480315,0.137725,0.246154,6
0.619469,0.219178,0.64,0.082192,0.078464,0.056338,0.031802,0.582232,0.370079,0.203593,0.276923,6
0.318584,0.308219,0.26,0.089041,0.080134,0.380282,0.208481,0.428047,0.440945,0.05988,0.261538,5
0.283186,0.421233,0.08,0.10274,0.133556,0.126761,0.123675,0.538179,0.393701,0.227545,0.215385,6
0.212389,0.253425,0.49,0.321918,0.080134,0.352113,0.40636,0.538179,0.472441,0.257485,0.323077,5
0.362832,0.34589,0.16,0.075342,0.148581,0.169014,0.151943,0.450073,0.314961,0.143713,0.4,5
0.309735,0.414384,0.22,0.089041,0.100167,0.140845,0.123675,0.486784,0.488189,0.131737,0.107692,5
0.256637,0.253425,0.19,0.068493,0.106845,0.126761,0.134276,0.413363,0.511811,0.125749,0.2,5
0.283186,0.280822,0.33,0.10274,0.113523,0.323944,0.487633,0.475771,0.440945,0.161677,0.169231,5
0.283186,0.150685,0.37,0.075342,0.116861,0.323944,0.183746,0.464758,0.472441,0.155689,0.153846,6
0.247788,0.280822,0.26,0.075342,0.148581,0.211268,0.233216,0.413363,0.322835,0.143713,0.153846,5
0.19469,0.335616,0.04,0.041096,0.075125,0.056338,0.014134,0.380323,0.535433,0.161677,0.169231,5
0.353982,0.359589,0.25,0.075342,0.118531,0.098592,0.077739,0.593245,0.425197,0.161677,0.246154,6
0.336283,0.35274,0.36,0.075342,0.128548,0.197183,0.173145,0.54185,0.448819,0.143713,0.307692,4
0.274336,0.212329,0.25,0.116438,0.101836,0.394366,0.201413,0.446402,0.496063,0.149701,0.323077,6
0.380531,0.321918,0.5,0.075342,0.542571,0.366197,0.265018,0.464758,0.23622,0.766467,0.169231,6
0.389381,0.479452,0.14,0.116438,0.128548,0.112676,0.060071,0.611601,0.511811,0.179641,0.215385,5
0.274336,0.212329,0.25,0.116438,0.101836,0.394366,0.201413,0.446402,0.496063,0.149701,0.323077,6
0.20354,0.273973,0.25,0.116438,0.115192,0.126761,0.109541,0.497797,0.566929,0.101796,0.4,5
0.053097,0.246575,0.04,0.047945,0.070117,0.253521,0.353357,0.193098,0.629921,0.173653,0.584615,7
0.300885,0.178082,0.06,0.061644,0.110184,0.15493,0.151943,0.453744,0.496063,0.113772,0.230769,6
0.345133,0.171233,0.2,0.130137,0.130217,0.239437,0.183746,0.582232,0.472441,0.221557,0.184615,6
0.20354,0.273973,0.25,0.116438,0.115192,0.126761,0.109541,0.497797,0.566929,0.101796,0.4,5
0.318584,0.60274,0.09,0.09589,0.088481,0.084507,0.109541,0.497797,0.456693,0.131737,0.092308,6
0.230088,0.349315,0,0.068493,0.141903,0.183099,0.113074,0.490455,0.496063,0.149701,0.092308,6
0.230088,0.349315,0,0.068493,0.141903,0.183099,0.113074,0.490455,0.496063,0.149701,0.092308,6
0.230088,0.359589,0,0.068493,0.141903,0.197183,0.116608,0.490455,0.496063,0.149701,0.123077,6
0.230088,0.349315,0,0.068493,0.141903,0.183099,0.113074,0.490455,0.496063,0.149701,0.092308,6
0.318584,0.60274,0.09,0.09589,0.088481,0.084507,0.109541,0.497797,0.456693,0.131737,0.092308,6
0.380531,0.35274,0.37,0.054795,0.419032,0.056338,0.19788,0.516153,0.204724,0.45509,0.138462,5
0.654867,0.178082,0.56,0.082192,0.135225,0.070423,0.063604,0.674009,0.314961,0.227545,0.384615,6
0.274336,0.315068,0.1,0.061644,0.15025,0.380282,0.363958,0.409692,0.267717,0.095808,0.215385,6
